"B","C","D","F","G","ro","sigma","delta","oB","oC","oD","oF","oG","oRo","oSigma","oDelta","min1","min2","min3","Q_1","Q_2","Q_3","Q_4","Q_5","pDat","cas"
3,-2,-5,-4,10,0.8,0.005,0.001,3.0103338309,-1.9878385041,-4.992200252,-4.0021935491,9.5746845915,0.7198913771,0.0042377234,0.0007000673,0.0108465768,1.2391e-06,8.243e-07,-0.0039581097,-0.0015565959,-0.0081865232,-0.0441082693,-0.0894752153,70,70
3,-2,-5,-4,10,0.8,0.005,0.001,2.9045319861,-2.0387992037,-4.8391571605,-3.5755974895,9.4587626124,0.4889800404,0.0040695042,0.001324498,0.0178292069,9.468e-07,9.222e-07,-0.0037389556,-0.0011785564,-0.0060429995,-0.0428436286,-0.065814017,70,70
3,-2,-5,-4,10,0.8,0.005,0.001,3.1163062533,-2.0805467974,-4.7521812931,-4.3217246117,9.7085037992,0.7480526451,0.0040640661,0.0007860841,0.0119517083,1.1545e-06,8.7e-07,-0.0047947612,-0.0017375504,-0.0103225829,-0.0510315304,-0.105462708,70,70
3,-2,-5,-4,10,0.8,0.005,0.001,2.9813816093,-1.929638683,-5.3405937942,-4.0010811116,11.0213831957,0.7752027629,0.0050263647,0.0009855352,0.0088523411,1.6563e-06,1.0352e-06,-0.0093826412,-0.0023854182,-0.0085073199,-0.088521864,-0.1303645881,70,70
3,-2,-5,-4,10,0.8,0.005,0.001,3.2307790878,-2.188977238,-4.4099314537,-4.3112317721,8.7641805266,0.8003594938,0.0050547123,0.0017087071,0.0063554044,1.0624e-06,4.724e-07,-0.0050856522,-0.0017260028,-0.0103935192,-0.0560124027,-0.0986216365,70,70
3,-2,-5,-4,10,0.8,0.005,0.001,3.0823472974,-1.9271386414,-4.980099848,-4.9672084448,10.4310317246,0.788102116,0.0064976212,0.0026726438,0.0058018788,1.55e-06,4.455e-07,-0.0055463245,-0.001855491,-0.0108509299,-0.0741747549,-0.1355195263,70,70
3,-2,-5,-4,10,0.8,0.005,0.001,2.9209682456,-2.0741651886,-4.8810636254,-3.2661552091,9.0138294717,0.8055933518,0.004450681,0.0015637866,0.0058351117,8.469e-07,2.755e-07,-0.0034261417,-0.0010459035,-0.0055752292,-0.0384897404,-0.0578238037,70,70
3,-2,-5,-4,10,0.8,0.005,0.001,3.1213052177,-2.0735249755,-4.9558911541,-4.0462147609,10.2264917681,0.6629943571,0.005305368,0.0019261858,0.0106552312,1.3447e-06,8.236e-07,-0.0045401314,-0.0018041506,-0.0109139677,-0.0508898835,-0.1043942975,70,70
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8,0.005,0.001,3.2263054367,-2.226788744,-4.6051629672,-3.7621584779,8.9770842169,0.7866851293,0.0052686041,0.0009708025,0.0103826477,1.7936e-06,1.2696e-06,-0.0057910469,-0.0016546814,-0.0090384734,-0.0667092588,-0.0739774571,70,70
3,-2,-5,-4,10,0.8,0.005,0.001,2.9422991979,-1.9519981512,-5.1284460939,-3.9882547814,10.2482385694,0.854402977,0.0052306919,0.0007397736,0.0051140286,1.3914e-06,9.35e-07,-0.0042751654,-0.0013379785,-0.0083418401,-0.0719013306,-0.0932338568,70,70
3,-2,-5,-4,10,0.8,0.005,0.001,3.0023140031,-2.1384540709,-4.3427406159,-3.7592213482,8.2318503675,0.7407090596,0.0040758617,0.0008289313,0.0102050448,1.1493e-06,7.75e-07,-0.0034046961,-0.0009938801,-0.0063261606,-0.0425372443,-0.0610288308,70,70
3,-2,-5,-4,10,0.8,0.005,0.001,2.9558156591,-2.0365246434,-4.9869796969,-3.5778577348,9.8894300899,0.9121973463,0.0041718458,-0.0011616641,0.0028373138,6.171e-07,6.44e-07,-0.0039710086,-0.0011665537,-0.0080723529,-0.0518668741,-0.0594523343,70,70
3,-2,-5,-4,10,0.8,0.005,0.001,3.1137897497,-2.0915780708,-4.9829113226,-3.8351362152,9.9672596022,0.8063148124,0.003646922,0.0003115644,0.0057126801,6.16e-07,4.724e-07,-0.0028987189,-0.0009319713,-0.0054666251,-0.0371811696,-0.0528690865,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,3.0728754205,-2.0239327646,-4.913997195,-4.1241776075,9.7805542594,0.8344575675,0.0044119109,0.0007404472,0.0045280531,8.13e-07,4.568e-07,-0.0040373898,-0.0010969666,-0.006055129,-0.0460675715,-0.0558218629,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,2.9883055681,-1.9968789978,-5.0021512883,-3.6782881724,9.3392351058,0.6457260054,0.0087982154,0.0039512421,0.0086721936,2.7386e-06,1.1998e-06,-0.0058629701,-0.0018011706,-0.0088828728,-0.0708887576,-0.1120185599,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,3.0889711243,-1.9825243215,-5.1392033894,-4.3684006914,10.8227662624,0.8738249707,0.0039644741,0.0012441186,0.0038865639,5.302e-07,1.218e-07,-0.0030052929,-0.0009979532,-0.0057652442,-0.0419567526,-0.0646323265,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,2.7291037877,-1.9406909756,-5.1409281544,-3.109670215,9.5213705141,0.8490538745,0.0047974193,0.0004568756,0.0059433435,1.3097e-06,7.617e-07,-0.0031012823,-0.0010971828,-0.006714808,-0.0344925727,-0.0676108248,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,3.0112679067,-1.9118140278,-5.4059224918,-4.1547627048,11.1183047814,0.7739673932,0.0068605773,0.0025980782,0.0049658269,1.3494e-06,4.739e-07,-0.0039942543,-0.0017767871,-0.0099721876,-0.0642380413,-0.1466286664,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,3.0103877096,-2.0054855558,-4.8551818159,-4.2458033141,9.6894378795,0.7597939126,0.0032553399,0.0002451384,0.0076483152,5.18e-07,4.775e-07,-0.0030809357,-0.0009527992,-0.00620158,-0.0366288794,-0.0587963388,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,2.8423143869,-1.8900734858,-5.2745032851,-4.0159601241,10.7535050319,0.7246684848,0.0050388891,0.0009775605,0.0080572586,1.2346e-06,8.748e-07,-0.003415563,-0.0012444461,-0.0076512055,-0.0373491083,-0.0734542533,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,3.0583718897,-1.8680866988,-5.1677944397,-5.3184914744,11.7315051368,0.9273446325,0.004907549,0.0012806703,0.0019823192,9.295e-07,3.039e-07,-0.003119626,-0.0012154286,-0.0069815703,-0.0555037136,-0.0933187231,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,3.1495206578,-2.1040006082,-4.7088763662,-4.2289584786,9.3874747777,0.7835746728,0.0034924901,-0.0008778124,0.0069658872,5.206e-07,7.586e-07,-0.0035158147,-0.0011745765,-0.0067427413,-0.0397557702,-0.0526379443,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,2.7951430587,-1.8865147493,-5.2353772247,-3.8235879707,10.7081759904,0.7865958304,0.0069340982,0.001651201,0.0067179457,2.2481e-06,1.0322e-06,-0.0063808578,-0.0025847815,-0.0136316886,-0.059509007,-0.1350582942,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,3.1218729694,-2.0140214974,-4.9588681423,-4.3581162025,9.7835736416,0.7457935491,0.0059208913,0.0023604794,0.0061616988,1.3388e-06,7.848e-07,-0.0039012948,-0.0015644389,-0.0081347748,-0.0463805929,-0.0812039022,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,3.1034612061,-2.0426358373,-4.99080377,-4.0780528961,10.0448497614,0.8069845412,0.0060486093,0.0020965364,0.0047950322,1.4367e-06,4.584e-07,-0.0046002122,-0.0016757284,-0.0087787438,-0.0530769722,-0.105604545,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,2.9609834748,-2.0300365681,-4.9680325545,-3.5131708988,9.2616238351,0.8093785091,0.0044325913,-0.0001965452,0.006647841,1.3116e-06,1.179e-06,-0.002992036,-0.0011677517,-0.0070075176,-0.0417508993,-0.0877999956,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,3.4527223044,-2.1709886851,-4.7063429925,-5.0429105662,10.3114294175,0.7923824963,0.0060603529,0.0010788101,0.0076615379,1.7241e-06,1.1991e-06,-0.0057731543,-0.0020281233,-0.0120909813,-0.0854828137,-0.1539471975,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,3.0766252825,-2.1677721675,-4.8177488678,-3.3024129145,9.403957941,0.778946511,0.0036458685,0.0002640401,0.0075866943,7.316e-07,4.726e-07,-0.0039328642,-0.0011260607,-0.0064791868,-0.038802205,-0.0443831833,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,3.0527497267,-2.1124942676,-4.7139025207,-3.9802604621,9.2651784625,0.818427886,0.007076608,0.0019608567,0.0057708334,2.2162e-06,1.182e-06,-0.0059388904,-0.0026660607,-0.0131091932,-0.0560799424,-0.1125897237,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,2.8354893618,-1.8290312307,-5.3993405254,-4.0072194019,10.6512012201,0.8358615353,0.0037642863,0.0011347485,0.004472392,5.743e-07,2.973e-07,-0.002382329,-0.0008893173,-0.0048028271,-0.0283181035,-0.0566073504,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,2.9194506425,-1.9697556863,-5.2187452514,-3.6739959333,10.519859164,0.7344634967,0.0051676071,0.0014932113,0.007796164,1.3193e-06,7.079e-07,-0.0032918626,-0.0011657271,-0.0061919848,-0.0453721921,-0.0722930758,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,3.0625827182,-1.994947787,-4.966801063,-4.3174012063,9.8371183756,0.9235758731,0.0023859942,-0.0009674592,0.0015837595,1.93e-07,2.225e-07,-0.0029776134,-0.0006396353,-0.0042810178,-0.0379617859,-0.0388232324,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,3.07681959,-2.0898580574,-4.7386522844,-4.1020299032,9.5411625441,0.6227498378,0.0058446834,0.0019718158,0.0111407556,1.6979e-06,1.4079e-06,-0.0041910744,-0.0016026834,-0.0091150798,-0.0556703076,-0.1086713011,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,2.9091701635,-2.1238376062,-4.8047290746,-3.0779011483,9.4027695454,0.5414070316,0.0064788029,0.0017047964,0.0150141731,2.4745e-06,2.199e-06,-0.0047036675,-0.0015391506,-0.0081346935,-0.0529453665,-0.076292474,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,3.0032493284,-2.0169570353,-4.9810407198,-3.9366452322,10.1033925508,0.8026048944,0.0029927666,-0.0011321447,0.0060739695,3.771e-07,5.606e-07,-0.0032769971,-0.0009282887,-0.0070907201,-0.0420982374,-0.0623139955,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,2.8496641639,-1.9145073422,-5.0406826671,-3.9365970611,10.0644044763,0.7039095544,0.003513125,0.0001919446,0.0106671225,7.833e-07,7.221e-07,-0.0034845496,-0.0010911191,-0.005771415,-0.0408887703,-0.0619459121,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,3.1285260814,-2.0447471628,-4.9798580418,-4.227140417,9.8760012662,1.0157813051,0.0027739884,-0.000408718,8.28977e-05,3.012e-07,3.205e-07,-0.0025567304,-0.000861118,-0.0048158842,-0.0305632459,-0.0399587732,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,2.8615968397,-1.9017808839,-4.9761922163,-4.1608648364,10.0298408163,0.8523717708,0.0062611016,0.0021282015,0.003782635,1.3711e-06,5.005e-07,-0.0038274852,-0.0020914098,-0.0121804376,-0.0501685392,-0.1593586194,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,2.8904191505,-2.0557211522,-4.9078032946,-3.0908117633,9.1459762892,0.7919297212,0.0046339788,0.0001663232,0.0067408034,1.3052e-06,1.203e-06,-0.0030780536,-0.0012667827,-0.007066957,-0.0403745475,-0.0697827381,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,2.6872937603,-1.8900330159,-5.1780017354,-3.3572353736,9.852093623,0.7506560474,0.0041115842,-4.00356e-05,0.0074831996,7.321e-07,8.138e-07,-0.0029486425,-0.0009685644,-0.0061405364,-0.0375397133,-0.0551759583,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,3.0889862966,-2.1912351625,-4.4901889898,-3.7569181335,9.111451679,0.8234014241,0.0048390064,0.0003757354,0.0055125147,1.2175e-06,1.1618e-06,-0.0043444042,-0.0015297022,-0.0094804395,-0.0556832992,-0.0963676903,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,3.1263225693,-2.1414317979,-4.6723653587,-3.6894579615,8.864186584,0.9017776521,0.0047883056,0.0004988071,0.0032791131,1.2245e-06,6.128e-07,-0.0042489048,-0.0013911938,-0.0082262388,-0.0520451514,-0.0873366217,80,80
3,-2,-5,-4,10,0.8,0.005,0.001,3.0950827358,-2.042717729,-4.8647108776,-4.4548417174,10.272665316,0.7473009237,0.0039272263,0.0007989936,0.0071785359,8.245e-07,6.295e-07,-0.0034900584,-0.0012483938,-0.0068032985,-0.0404216032,-0.0802027344,90,90
3,-2,-5,-4,10,0.8,0.005,0.001,2.8520244651,-2.041076341,-4.7377348023,-3.5046581358,9.1769740827,0.8061048855,0.0033892134,0.0005477184,0.0052405152,5.641e-07,2.57e-07,-0.0024830264,-0.0007154906,-0.0036965868,-0.0283231627,-0.0375796303,90,90
3,-2,-5,-4,10,0.8,0.005,0.001,2.9528541933,-2.0941614393,-4.6604041148,-3.7212056002,9.6247264151,0.7834840621,0.0051032392,0.0009562993,0.0054592448,1.0743e-06,7.352e-07,-0.0036329638,-0.0010467511,-0.0064544433,-0.0463269172,-0.0625563044,90,90
3,-2,-5,-4,10,0.8,0.005,0.001,2.9126138535,-1.7477987152,-5.533152855,-4.5992081684,10.9861001063,0.8352746649,0.0062912838,0.0014454478,0.0036057686,1.1961e-06,7.06e-07,-0.0044769205,-0.0011679497,-0.007207739,-0.0541898625,-0.0730388327,90,90
3,-2,-5,-4,10,0.8,0.005,0.001,3.0883087311,-2.0597134597,-4.9340765002,-4.0450758621,10.1446031982,0.8093776946,0.0046579286,0.0014743548,0.0044030076,8.045e-07,3.121e-07,-0.0031314799,-0.0010449027,-0.0058575001,-0.0399702098,-0.0678105224,90,90
3,-2,-5,-4,10,0.8,0.005,0.001,2.8290049429,-1.9578645941,-5.1654396235,-3.2497842202,9.4256485775,0.6820073427,0.0038937671,-0.0006792368,0.0103588592,8.331e-07,9.601e-07,-0.002752608,-0.000918258,-0.0049190609,-0.0312563717,-0.0482221692,90,90
3,-2,-5,-4,10,0.8,0.005,0.001,3.0672583472,-2.0355774406,-4.8349039998,-4.2981246948,10.0076802924,0.7695402106,0.0038254187,0.0006078037,0.0066353389,7.661e-07,4.311e-07,-0.0032058182,-0.0011082112,-0.0067336373,-0.0387097252,-0.0766520378,90,90
3,-2,-5,-4,10,0.8,0.005,0.001,3.0283380443,-1.9193381967,-5.154103778,-4.6909893049,10.8087888737,0.8067320907,0.0055047459,0.0015000547,0.0046993961,1.1562e-06,5.874e-07,-0.0045499861,-0.0016104336,-0.0077826272,-0.0537439912,-0.0824494554,90,90
3,-2,-5,-4,10,0.8,0.005,0.001,3.0582653468,-1.9251762507,-5.267470387,-4.3960193969,10.7075826877,0.7465132932,0.0031235094,-0.0005666434,0.0064892962,3.525e-07,4.537e-07,-0.0026420104,-0.0010354876,-0.0066316431,-0.0298806671,-0.0654896517,90,90
3,-2,-5,-4,10,0.8,0.005,0.001,2.9497224747,-1.9864422548,-4.9836808701,-3.7562759475,9.5266602561,0.7491991395,0.0047654468,0.0009561348,0.0074722679,1.1191e-06,7.676e-07,-0.0033311842,-0.0011216515,-0.0069623175,-0.0383733804,-0.0710451158,90,90
3,-2,-5,-4,10,0.8,0.005,0.001,2.9587260705,-2.0833754687,-4.6831647645,-3.6147094692,9.1132437691,0.8538250157,0.0050986599,0.0004304901,0.0038165691,1.0732e-06,8.639e-07,-0.004190083,-0.00130418,-0.0068740433,-0.0456641945,-0.0606207984,90,90
3,-2,-5,-4,10,0.8,0.005,0.001,2.951731995,-2.04838076,-4.8636310361,-3.6243851841,9.6737796473,0.6275733344,0.0065246426,0.00251602,0.0087977781,1.6504e-06,1.0492e-06,-0.0038616954,-0.0013142432,-0.0082732783,-0.0501881331,-0.0981082856,90,90
3,-2,-5,-4,10,0.8,0.005,0.001,3.2492746345,-2.0776226096,-4.838734887,-4.6443594177,9.9605101798,0.8103488046,0.0049850074,0.0012190262,0.0048005738,9.968e-07,4.535e-07,-0.0047820961,-0.001698681,-0.0093363909,-0.0488632394,-0.1080616725,90,90
3,-2,-5,-4,10,0.8,0.005,0.001,2.9925737281,-2.1087669287,-4.7601011718,-3.6018793872,9.3334425187,0.7710682325,0.0051776781,0.0005241529,0.0072492087,1.7079e-06,1.021e-06,-0.0037299226,-0.0014755209,-0.009011353,-0.0451772225,-0.0958391208,90,90
3,-2,-5,-4,10,0.8,0.005,0.001,2.8947854962,-2.0672812862,-4.8743499318,-3.1492027593,9.2835433588,0.7958654224,0.0055422004,0.0008218553,0.0054161017,1.4684e-06,8.39e-07,-0.0039267813,-0.001330593,-0.0086197204,-0.0454634339,-0.1100454739,90,90
3,-2,-5,-4,10,0.8,0.005,0.001,3.0311912735,-1.997468269,-4.9545833696,-3.9209045274,9.3592898422,0.8654431002,0.0030088442,-0.000606356,0.0063907265,9.122e-07,3.977e-07,-0.0032205595,-0.0007442064,-0.0043994852,-0.0435317948,-0.034959798,90,90
3,-2,-5,-4,10,0.8,0.005,0.001,3.078435075,-1.9419168817,-5.1036504798,-4.5442390568,10.3535860847,0.8554484195,0.0043090513,0.000445292,0.0039196366,9.265e-07,5.348e-07,-0.0036153626,-0.0015617687,-0.0093654874,-0.0408032046,-0.116263124,90,90
3,-2,-5,-4,10,0.8,0.005,0.001,3.0935557624,-2.0235149323,-5.0230585661,-4.2567826289,10.4183820086,0.7541401468,0.0048856723,0.0005372907,0.0069538831,1.1255e-06,8.742e-07,-0.0046235809,-0.0014240314,-0.0085179263,-0.0524264317,-0.0823245311,90,90
3,-2,-5,-4,10,0.8,0.005,0.001,3.0503504085,-2.0204340584,-4.8960520882,-4.3151606921,10.1769430372,0.9478078255,0.0032245985,-0.0003951287,0.0008078185,3.053e-07,2.658e-07,-0.0021984199,-0.0007552014,-0.0049470014,-0.0307206345,-0.0479746083,90,90
3,-2,-5,-4,10,0.8,0.005,0.001,3.0292653126,-1.9165890352,-5.0269921092,-4.7691498291,10.3331006653,0.7978882012,0.0069745862,0.0026492922,0.0039376715,1.4703e-06,4.85e-07,-0.0054397336,-0.0018873784,-0.012328275,-0.0553976965,-0.1173074511,90,90
3,-2,-5,-4,10,0.8,0.005,0.001,2.8684233425,-1.9390593447,-5.2543431742,-3.5698850348,10.0268532506,0.6902401251,0.0040485673,0.0009273921,0.0082859273,7.844e-07,5.599e-07,-0.002469323,-0.0008040664,-0.0043683882,-0.0325772133,-0.0504919424,90,90
3,-2,-5,-4,10,0.8,0.005,0.001,3.0117692909,-2.0890450422,-4.9413036331,-3.2669801017,9.5222112888,0.7188898023,0.0053764495,0.0015470269,0.0071903388,1.2145e-06,6.242e-07,-0.0035752824,-0.0013949995,-0.0074453554,-0.037437249,-0.0893708536,90,90
3,-2,-5,-4,10,0.8,0.005,0.001,3.0272370603,-1.9405350212,-5.2223509369,-4.0985359257,10.4492949888,0.7196485061,0.0054783384,0.0013125305,0.0078931184,1.5491e-06,1.034e-06,-0.0050510085,-0.0020614576,-0.0108714776,-0.0506826562,-0.1333707659,90,90
3,-2,-5,-4,10,0.8,0.005,0.001,2.7324680432,-1.8667633406,-5.3746613163,-3.355107834,10.3173279152,0.8468861666,0.0049274762,0.0006778595,0.0040730544,1.1341e-06,7.454e-07,-0.0031680306,-0.0012685663,-0.0081771745,-0.0396936808,-0.0846088861,90,90
3,-2,-5,-4,10,0.8,0.005,0.001,3.0444625707,-2.0677750661,-4.9100713662,-3.9029896793,9.6598288159,0.907293267,0.0050862021,0.0010739449,0.0019121524,9.206e-07,3.929e-07,-0.0047376104,-0.0017604226,-0.0076312164,-0.0402779495,-0.0730961073,90,90
3,-2,-5,-4,10,0.8,0.005,0.001,2.9138392326,-2.1122785809,-4.6844420672,-3.2993209753,9.2064524274,0.7626308585,0.0066903099,0.0025492387,0.0046836343,1.2792e-06,3.263e-07,-0.0039018319,-0.0012744933,-0.0086327123,-0.0445841153,-0.0964877835,90,90
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8,0.005,0.001,3.3020395578,-2.2252370986,-4.7576619924,-3.6870730407,9.2996761604,0.8486690925,0.0039152245,-0.0008862126,0.0038665987,6.493e-07,8.302e-07,-0.0035150088,-0.0010121076,-0.0052454531,-0.0452664706,-0.0483477013,90,90
3,-2,-5,-4,10,0.8,0.005,0.001,2.9150170918,-1.970389552,-5.2286802347,-3.4746931086,10.1083773525,0.8306313074,0.0029802047,-0.0017917973,0.0033021953,2.185e-07,1.132e-07,-0.0022521541,-0.0005772226,-0.0036856432,-0.0322282537,-0.0290988067,90,90
3,-2,-5,-4,10,0.8,0.005,0.001,2.846215154,-1.926160492,-5.212760691,-3.5385373064,10.0209540027,0.8092735438,0.003965277,0.0004458843,0.0049566376,7.141e-07,5.002e-07,-0.0024289021,-0.0009341755,-0.0051030582,-0.0321712337,-0.0567510877,90,90
3,-2,-5,-4,10,0.8,0.005,0.001,2.9610253308,-1.9802415599,-4.979939446,-4.1593592358,10.3699659941,0.7338756624,0.0055637615,0.0019630682,0.0055966528,1.0336e-06,4.184e-07,-0.0039558028,-0.0012237614,-0.0075129192,-0.0466867953,-0.0796102168,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,2.9098395358,-2.0016642621,-4.8411380319,-3.8372525038,9.3396694048,0.7837830316,0.0061631476,0.0020460703,0.0042011008,1.3089e-06,5.414e-07,-0.0028317165,-0.0010319823,-0.0064585957,-0.0371844135,-0.0691346758,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,3.0117678958,-1.9876632558,-5.181420273,-3.8062708088,10.0775547489,0.6668381704,0.0050167311,0.0017453991,0.0068596188,8.089e-07,6.081e-07,-0.0036449451,-0.0011412482,-0.0052245518,-0.0362023268,-0.0559266488,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,3.1357475506,-2.0240339136,-4.974828804,-4.4815417738,10.4843488578,0.7782434174,0.005638658,0.0008143729,0.0046325089,1.1284e-06,9.589e-07,-0.0041319006,-0.0011795807,-0.0060001879,-0.0562746735,-0.0638167513,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,2.9530972794,-1.9701887949,-4.9458339793,-4.3656914803,10.5376286203,0.8577554448,0.0024088244,-0.0013550745,0.0045802048,9.214e-07,2.442e-07,-0.0024554452,-0.0006429033,-0.0038914045,-0.0301873424,-0.0277085173,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,3.0243706898,-2.0070200041,-4.9691990611,-3.866169116,9.7082754853,0.7120266595,0.0052312657,0.0007290838,0.0065757458,1.0426e-06,1.141e-06,-0.0038917396,-0.0013238626,-0.0074491738,-0.0432493842,-0.067222364,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,3.1657260762,-2.0471179322,-5.1385246317,-4.0638226811,10.2204249253,0.7269738631,0.0053451587,0.0006329087,0.006066256,1.0687e-06,1.0062e-06,-0.0039595988,-0.0014056903,-0.0091641135,-0.0418262464,-0.0873270786,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,3.019122115,-1.9762896227,-5.1317217698,-4.0196884468,10.1650990993,0.7356120521,0.0058621016,0.0019506363,0.0055122002,1.2199e-06,6.376e-07,-0.0034913,-0.0012089756,-0.0059737331,-0.0390546763,-0.0703755042,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,2.9851909147,-1.9748026364,-4.9137677567,-4.3377496896,10.2330421947,0.7245771442,0.005894641,0.0014233149,0.0062427784,1.309e-06,8.137e-07,-0.004058559,-0.0012353601,-0.0080755169,-0.0518703661,-0.0775954982,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,2.9919693369,-1.986745795,-5.0861710325,-3.9077702233,9.9672247212,0.7324714143,0.0035310755,6.32114e-05,0.006398143,5.228e-07,5.257e-07,-0.0025051357,-0.000845405,-0.0056602063,-0.0269434028,-0.0521930705,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,2.9829809342,-1.9258659418,-5.2231307058,-4.5322371241,11.4782769176,0.796557886,0.0051946316,0.0016335015,0.0040925792,8.07e-07,2.771e-07,-0.0029925972,-0.0009122566,-0.0056682189,-0.0422511543,-0.0644777295,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,2.9264247831,-2.0570087284,-4.8915646558,-3.1023264715,8.664230342,0.7884732051,0.0039436948,0.0003275062,0.004834125,6.271e-07,4.945e-07,-0.0026555023,-0.0008916852,-0.0047884976,-0.0293932484,-0.0552818142,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,3.0429275555,-1.9931564963,-5.1058531601,-4.194968971,10.7533644618,0.7755950862,0.0036432416,0.0008110918,0.003111036,6.26e-07,1.538e-07,-0.0024271943,-0.0009775782,-0.0056523673,-0.0263317112,-0.0496494042,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,3.1904660109,-1.983851808,-5.0626412533,-4.9278147906,11.0102145481,0.7132881651,0.0059824079,0.0018275533,0.0061597327,1.323e-06,9.552e-07,-0.0044939551,-0.0015732387,-0.0096130091,-0.0538833281,-0.1167188955,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,3.0399979072,-1.9865959775,-5.1588896493,-4.0493314663,10.6753672917,0.7854951946,0.0043982762,0.0006071261,0.0044587685,6.781e-07,5.216e-07,-0.0030214333,-0.0009993994,-0.0057958615,-0.0337245931,-0.0561605273,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,2.942161081,-1.9075432958,-5.3832440288,-4.0199991645,11.0594598677,0.7964397988,0.0051784642,0.0016558096,0.0039389106,9.154e-07,5.217e-07,-0.0024637052,-0.0010562775,-0.0066120637,-0.0398950595,-0.0958431108,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,2.8149373908,-1.9754103037,-5.0023237423,-3.4713114054,9.9383185367,0.8044480625,0.004770215,0.0010314992,0.0038376408,7.078e-07,4.74e-07,-0.0024541499,-0.0008197134,-0.0045070875,-0.0299977832,-0.048321106,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,3.0487340409,-2.0342781081,-4.8520331317,-4.2841948917,10.0896206781,0.731189286,0.004782158,0.0011574137,0.0057744436,8.454e-07,6.155e-07,-0.0027382849,-0.0010709958,-0.0062883013,-0.0357043721,-0.069794396,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,3.1103023958,-2.1183843106,-4.8418177539,-3.7112185267,9.3698922928,0.7709790516,0.0045783287,0.0009869472,0.0050998332,8.076e-07,5.609e-07,-0.0037306142,-0.0010478492,-0.0065002549,-0.0414382762,-0.0632199978,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,2.9231250473,-1.912641146,-5.16357735,-4.0824098121,10.1351370259,0.732690951,0.005135642,0.0013924794,0.0043120105,3.946e-07,3.955e-07,-0.0033000923,-0.0014885022,-0.0105082738,-0.0437444729,-0.1599543341,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,2.9691951093,-1.9781538786,-5.0740334066,-3.6585435046,9.3803812772,0.8783516587,0.0046143553,0.0003769132,0.0022491519,7.333e-07,4.953e-07,-0.0029508106,-0.0008417104,-0.0045624243,-0.0382362438,-0.043221943,100,100
