"B","C","D","F","G","ro","sigma","delta","oB","oC","oD","oF","oG","oRo","oSigma","oDelta","min1","min2","min3","Q_1","Q_2","Q_3","Q_4","Q_5","pDat","cas"
3,-2,-5,-4,10,0.8,0.005,0.001,3.1029369935,-2.0461251105,-4.8944624308,-4.3353521424,10.1519964965,0.7402884093,0.0054424685,0.0011076214,0.0019902785,4.486e-07,3.064e-07,-0.0014970599,-0.0004560504,-0.0029626935,-0.0196156954,-0.0290253422,240,240
3,-2,-5,-4,10,0.8,0.005,0.001,3.0700319577,-2.0536616324,-4.9634466026,-3.9594028421,9.9301629845,0.7442448861,0.0054531346,0.0013153308,0.0019898276,4.599e-07,2.599e-07,-0.0014749694,-0.0004762468,-0.0026252454,-0.0169349429,-0.0283831093,240,240
3,-2,-5,-4,10,0.8,0.005,0.001,3.0448200381,-1.999981978,-4.983589046,-4.2146061002,10.1014585551,0.800560912,0.0046974314,0.0011007799,0.0013728609,3.096e-07,2.079e-07,-0.0011444495,-0.0003915619,-0.0023336248,-0.0153898395,-0.0250562869,240,240
3,-2,-5,-4,10,0.8,0.005,0.001,2.9796189552,-1.9996089521,-5.149910809,-3.5747075238,9.9949389979,0.7686184158,0.0046963332,0.0011350333,0.0016439322,2.986e-07,1.617e-07,-0.0012902823,-0.0003835691,-0.0021231392,-0.0143824509,-0.0196841794,240,240
3,-2,-5,-4,10,0.8,0.005,0.001,2.8018747142,-1.9415210732,-5.1582425928,-3.307957966,9.6329323681,0.8633776078,0.0043978034,0.000631436,0.0008638972,2.623e-07,1.605e-07,-0.000901967,-0.000324327,-0.0020456809,-0.0123876339,-0.0204401133,240,240
3,-2,-5,-4,10,0.8,0.005,0.001,3.0374579131,-2.018561313,-5.0384425198,-4.0604680071,10.3565346114,0.7613034475,0.005177028,0.0010248988,0.0017796496,4.048e-07,2.422e-07,-0.0012999366,-0.0004566158,-0.0025572121,-0.015803531,-0.0282654764,240,240
3,-2,-5,-4,10,0.8,0.005,0.001,3.0160542066,-2.0659619548,-4.8195382994,-3.862747155,9.7224776497,0.8491143855,0.00543099,0.0010806475,0.0009509371,4.076e-07,2.228e-07,-0.0014212624,-0.0005292013,-0.0030395171,-0.016920542,-0.0285066667,240,240
3,-2,-5,-4,10,0.8,0.005,0.001,2.9735870475,-1.8876394985,-5.2641265155,-4.4911252166,10.8171241521,0.7269564379,0.0057195377,0.0014082467,0.002079116,5.073e-07,3.558e-07,-0.0012587443,-0.0004847845,-0.002624987,-0.0172829609,-0.0328456043,240,240
3,-2,-5,-4,10,0.8,0.005,0.001,2.9483949517,-1.9550452198,-5.0907414758,-3.9976350091,10.0143573334,0.8339494075,0.0047165009,0.0008454304,0.0011602347,3.34e-07,1.705e-07,-0.0013299752,-0.0004611808,-0.0028484443,-0.0146524898,-0.0293414401,240,240
3,-2,-5,-4,10,0.8,0.005,0.001,3.0361608463,-2.0238548997,-4.9139465,-4.1191043677,9.9867783574,0.7749736709,0.0048372947,0.0017757981,0.0014469538,2.751e-07,8.64e-08,-0.0010729024,-0.0004016763,-0.0022820828,-0.0153907651,-0.0257738253,240,240
3,-2,-5,-4,10,0.8,0.005,0.001,3.0372962754,-2.052072222,-4.9731523439,-3.8359652401,9.7998145016,0.8063105076,0.0042159751,0.000533191,0.0014186113,2.704e-07,1.736e-07,-0.00127488,-0.0004035962,-0.0019387681,-0.0143216059,-0.0175412308,240,240
3,-2,-5,-4,10,0.8,0.005,0.001,3.074851136,-1.9949556193,-4.9476381999,-4.4732166209,10.2135614403,0.8293583388,0.0045023132,0.0006522374,0.0010671627,2.627e-07,1.894e-07,-0.0011697945,-0.0003755597,-0.0020399709,-0.015610561,-0.0212740176,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,3.1955499869,-2.0858855866,-4.8212133573,-4.3932815456,9.9907268086,0.7838338986,0.0050616669,0.0008019354,0.0015362509,3.978e-07,2.766e-07,-0.0012639686,-0.0005018183,-0.0028233461,-0.0167851148,-0.032186555,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,2.8867634315,-1.9240714279,-5.1334372923,-3.8612797837,9.9436220066,0.7883501842,0.0050677929,0.0005545688,0.0014713597,3.696e-07,2.847e-07,-0.0011096291,-0.000402104,-0.0021776828,-0.0137040234,-0.0226258305,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,2.9667811566,-1.9753524113,-5.0227325058,-3.9399044486,9.7609581239,0.7180531024,0.0056695302,0.0018661529,0.0019471717,4.209e-07,2.455e-07,-0.0012083008,-0.0004210147,-0.0023105697,-0.0155093883,-0.0249731696,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,2.9550040862,-1.9886246979,-5.0196350856,-3.8189836148,9.87406276,0.7139543982,0.0051493079,0.001245386,0.0021774553,4.001e-07,2.594e-07,-0.0012477314,-0.0004705276,-0.0028178349,-0.0140040998,-0.0269434828,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,3.171252193,-2.1066904241,-4.8037866527,-4.1844726363,9.6443196676,0.8215520342,0.0061140915,0.0018067652,0.001077966,4.318e-07,1.657e-07,-0.0016332465,-0.0005434224,-0.0031837396,-0.0176760216,-0.0294520121,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,2.958329689,-1.9498384523,-5.030445937,-4.1467702881,10.1142219285,0.8260652938,0.0049874609,0.0013744561,0.0011019612,3.222e-07,1.105e-07,-0.0010870037,-0.0003840458,-0.0022081492,-0.0154080473,-0.0267855966,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,2.9816713079,-2.0153787605,-4.9253562929,-4.1036259891,10.24625674,0.8164972078,0.0054881014,0.0010082914,0.0012396577,4.281e-07,2.543e-07,-0.0014825384,-0.0004851823,-0.0028907725,-0.0179387561,-0.0308958931,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,2.9238211026,-1.9621481197,-5.1046563978,-3.8751440842,10.050304585,0.7573787725,0.0051860197,0.0011790036,0.0016228729,3.486e-07,2.184e-07,-0.0011552528,-0.0004075482,-0.0023866319,-0.0130159991,-0.0215570168,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,2.9124516925,-1.9896639992,-4.9947377736,-3.7178108171,9.7491022469,0.8121727478,0.0048237777,0.0010964262,0.0012463426,3.201e-07,1.723e-07,-0.0011384436,-0.0004083756,-0.0023591314,-0.0129792682,-0.0234957604,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,3.0711380992,-1.9912280234,-5.0665096392,-4.3512307014,10.6292403497,0.8006143231,0.0054815185,0.0013987682,0.0012596996,4.037e-07,2.122e-07,-0.00125594,-0.000432905,-0.0022624768,-0.0175069541,-0.0283800924,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,3.0557130186,-2.0653271708,-4.8119889448,-4.0264582284,9.5843272763,0.7585187318,0.0049736727,0.0012274003,0.0017913727,3.896e-07,2.222e-07,-0.0012142803,-0.000424865,-0.0028277079,-0.0168766179,-0.0337552869,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,3.1444685772,-2.0243958266,-4.9931403125,-4.4596718425,10.4233867005,0.7904589771,0.0046391752,0.0010194517,0.001468276,3.204e-07,1.884e-07,-0.0013546888,-0.0004908106,-0.0031283485,-0.0154411429,-0.0328114848,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,3.0581390921,-2.0194679407,-4.9354114401,-3.972528506,9.5754264457,0.8074873425,0.0055978253,0.0013403712,0.0012477663,4.23e-07,2.381e-07,-0.0013651045,-0.0004230083,-0.0022406258,-0.0168333179,-0.0220262589,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,3.0848688409,-2.0220535282,-4.9419284228,-4.3837430999,10.2606272339,0.7429829181,0.0054389541,0.0012672972,0.001878228,3.954e-07,2.716e-07,-0.0017563513,-0.0004994758,-0.0033775894,-0.0215346531,-0.0314545501,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,3.0242911478,-2.0202170643,-4.9554764046,-3.9010712159,9.7860709917,0.8458235432,0.0041854609,0.0005597586,0.000967413,2.471e-07,1.529e-07,-0.0011028532,-0.000323515,-0.0018648254,-0.0132071963,-0.0164574395,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,3.0560059757,-1.999477289,-5.0065712115,-4.3985602409,10.7146799888,0.807423296,0.0041417679,-2.47309e-05,0.0012484755,2.328e-07,2.223e-07,-0.0011705934,-0.0003886049,-0.0024472138,-0.0144547459,-0.0243520706,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,2.9521569685,-1.9110905165,-5.1560287364,-4.2177324747,10.3120769663,0.7783945024,0.0052773995,0.0013686398,0.0014544964,3.699e-07,2.183e-07,-0.0010194303,-0.0004104809,-0.0024042875,-0.0142712002,-0.0296472194,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,2.9486794992,-1.9902006574,-4.9580151693,-4.0783812816,10.3298837316,0.7834342447,0.0049978531,0.0010559487,0.0014692741,3.463e-07,2.193e-07,-0.0011534395,-0.000404813,-0.0024475446,-0.0150341017,-0.0243836192,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,2.9497765021,-2.0110421511,-4.9700904022,-3.835300683,9.8489509751,0.7512246607,0.0045230156,0.000756227,0.0019068296,3.329e-07,2.515e-07,-0.0010966755,-0.0003720907,-0.0023704444,-0.0139614084,-0.0265116715,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,2.9565266772,-1.9541753559,-5.1094810705,-4.0442121959,10.3250615414,0.7670284029,0.0045102503,0.0010843089,0.001593882,2.746e-07,1.733e-07,-0.0010797036,-0.0003865004,-0.0021353432,-0.0128035455,-0.0228475152,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,3.0406891167,-1.989788346,-5.1357057557,-4.0263154906,10.1838143007,0.7374879044,0.0049236784,0.0009829884,0.0019563491,3.715e-07,2.66e-07,-0.0011846064,-0.0004190137,-0.0023561861,-0.0147699945,-0.027817548,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,2.904560019,-2.0063954034,-5.0146714848,-3.5142384935,9.6667252464,0.7769471936,0.0048414396,0.0007815706,0.0017470572,4.211e-07,2.415e-07,-0.0010028012,-0.0004095073,-0.002321686,-0.0128063648,-0.0232624511,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,3.1269438105,-2.1130693233,-4.9485118375,-3.7802508082,9.8918617059,0.8572694336,0.00533195,0.0002949692,0.0009249706,4.548e-07,3.191e-07,-0.0016620076,-0.0005206027,-0.0027219171,-0.0182863067,-0.0303645862,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,3.0816623496,-1.9473213876,-5.1316468703,-4.6102576077,10.8555816892,0.8059452721,0.0048682684,0.0007784799,0.0012946134,3.127e-07,2.303e-07,-0.0013182342,-0.0004148874,-0.0023282587,-0.0181310795,-0.0247723011,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,2.9314720903,-1.9654744315,-5.0760384729,-3.7507512041,9.7714422131,0.8171337285,0.0055055172,0.0013510566,0.001160286,3.986e-07,2.127e-07,-0.0011551783,-0.000468162,-0.0029123577,-0.0149876461,-0.0332113587,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,3.1045971235,-2.0078303413,-4.877775278,-4.5661637408,10.1372017308,0.8255438114,0.0039532823,0.0009730887,0.001081277,1.964e-07,9.79e-08,-0.0010637915,-0.0003493202,-0.0020967775,-0.0135995835,-0.0213579041,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,3.0214096008,-2.0659870342,-4.8510150058,-3.797118346,9.8473536356,0.8066009463,0.0051819227,0.0010672397,0.0012949017,4.075e-07,2.419e-07,-0.0012215899,-0.000461158,-0.0027954214,-0.0158772419,-0.0339650515,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,2.9976806162,-1.9819175149,-5.0458685771,-4.1083294721,10.0866995851,0.7891755848,0.0054060153,0.0014129812,0.0013678438,3.71e-07,1.866e-07,-0.001327433,-0.0004660518,-0.0028933728,-0.015809533,-0.0273167357,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,3.0403022001,-2.0453145168,-4.9888202074,-3.8684372072,9.936340676,0.8339408957,0.0055803143,0.001349465,0.0010587058,4.425e-07,2.074e-07,-0.0014580397,-0.0004809384,-0.0027864856,-0.0174775036,-0.0293583435,250,250
3,-2,-5,-4,10,0.8,0.005,0.001,2.9755591367,-1.9747451746,-5.0822271085,-3.9448515923,9.8426947124,0.804797004,0.0048183696,0.0010977351,0.0012460648,3.119e-07,1.6e-07,-0.0012727102,-0.0003814865,-0.0022356792,-0.0140840929,-0.0241364338,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,2.9153810411,-1.9645216214,-5.0554285683,-3.8394655486,9.7816002935,0.7506746611,0.0054805667,0.0013491291,0.0017988556,4.515e-07,2.631e-07,-0.0012545316,-0.0005049892,-0.0028450554,-0.0143644888,-0.0317336322,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,3.1079153989,-2.0635406344,-4.9252101752,-4.2008270594,10.248139501,0.8523175627,0.0043415822,0.0001624119,0.0008664041,2.324e-07,1.998e-07,-0.0011957466,-0.0003473099,-0.0019441035,-0.0159268324,-0.0206514833,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,2.8820254988,-2.0016681654,-4.9661007635,-3.5024357594,9.5236521024,0.7970857539,0.0051226325,0.0007446064,0.001345453,3.749e-07,2.274e-07,-0.0010960216,-0.0003580232,-0.0020362395,-0.013339256,-0.0211829033,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,2.9737243898,-1.9388863155,-5.1109866379,-4.2331422546,10.4180054269,0.7627537879,0.0053376793,0.0010152576,0.0015827901,3.905e-07,2.742e-07,-0.0013246803,-0.0003546465,-0.0021286131,-0.0179200978,-0.0241969148,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,2.9970737331,-1.9939662481,-4.9330199899,-4.1946881954,9.8865334366,0.8224144096,0.0045010363,0.0011811789,0.0010632563,2.535e-07,1.07e-07,-0.0010317306,-0.0003090671,-0.001966995,-0.0127836819,-0.0188778344,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,3.0583438509,-2.0541161162,-4.8810838948,-3.9845783843,9.7204563501,0.8109437315,0.0047094585,0.0006786158,0.0012196596,3.073e-07,2.256e-07,-0.0012063982,-0.0004330506,-0.0025688657,-0.0139926091,-0.0235034917,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,2.9426863071,-2.0086829775,-5.0116338942,-3.4502598343,9.2991719703,0.7880275127,0.0053332107,0.0014993317,0.0013367234,3.818e-07,1.763e-07,-0.0010964901,-0.0004299468,-0.0025215159,-0.0131513356,-0.027006821,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,3.151225945,-2.0029612285,-5.00220095,-4.6024927159,10.3448124509,0.8556118659,0.0041237176,0.0008397136,0.0008735952,2.044e-07,1.099e-07,-0.0012202578,-0.0003687563,-0.0021651617,-0.0146362002,-0.0238615809,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,3.0398868401,-2.0211955671,-4.8737861769,-4.1827190403,9.9235532658,0.7696580747,0.0053222732,0.0012935093,0.0015580678,4.017e-07,2.927e-07,-0.0013061407,-0.0004335636,-0.0026459427,-0.0165611522,-0.026459592,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,3.0696462838,-1.9858081293,-5.0459499307,-4.4542350483,10.7298026877,0.819183297,0.0044721536,0.0009691476,0.001097087,2.5e-07,1.401e-07,-0.0012366728,-0.0003745005,-0.0021173839,-0.0140874805,-0.0205686991,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,2.9903408706,-2.02760127,-4.8684986212,-4.0953841896,9.8147392462,0.7954667796,0.0063626205,0.0015565272,0.0012773602,4.984e-07,2.704e-07,-0.0015645956,-0.0004671637,-0.0028401572,-0.0187748452,-0.0257776099,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,3.1428252427,-2.0456176383,-4.8712225113,-4.3321992778,9.7364920837,0.7407646023,0.0049476038,0.0008494719,0.0018510492,3.658e-07,2.609e-07,-0.0013020291,-0.0004004232,-0.0021798464,-0.0152575413,-0.0228787333,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,3.1106366402,-2.0056821541,-4.9516761409,-4.5378291834,10.2145522201,0.7703533021,0.0050670233,0.0009793837,0.0015309982,3.444e-07,2.758e-07,-0.0014924906,-0.0004564519,-0.0026445338,-0.0182126149,-0.0237989214,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,3.0693803435,-1.9870016557,-4.9571805727,-4.4704376218,10.0511077757,0.7957141365,0.0051306837,0.0013036103,0.0013113766,3.5e-07,2.01e-07,-0.0013614301,-0.000450406,-0.0027481456,-0.0160488992,-0.0279057452,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,3.0339705799,-2.0879712575,-4.9326038905,-3.5188568878,9.6919845372,0.8201219159,0.0040157441,0.0005636204,0.0011551204,2.149e-07,1.413e-07,-0.0010572518,-0.0003421963,-0.0020390711,-0.0114445745,-0.0194851529,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,3.0192812794,-1.9880319093,-5.0139580988,-4.2086566057,10.1497034839,0.7736648732,0.0048431185,0.0010559299,0.0015244869,3.148e-07,1.834e-07,-0.001124518,-0.0003625176,-0.0022329467,-0.0148985744,-0.0237391477,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,3.0240809597,-1.9738083834,-5.0223509215,-4.342553886,9.9940722261,0.7029528024,0.0059312331,0.0016473408,0.0022129738,5.192e-07,3.085e-07,-0.0014223892,-0.0005239711,-0.0029513471,-0.0174754034,-0.0314301254,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,2.838092009,-1.9537963727,-5.0995830789,-3.4833034404,9.6462109873,0.7517489773,0.0038975057,0.000128306,0.0017754717,2.073e-07,1.918e-07,-0.0010504528,-0.0002928032,-0.0017490891,-0.0118721786,-0.0144953924,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,2.9083412473,-1.9476261001,-4.9733260055,-4.1018396477,9.8873728203,0.7352914186,0.004995971,0.0008969435,0.0018332788,3.384e-07,2.447e-07,-0.0011412291,-0.0003675962,-0.0021604465,-0.0146950895,-0.0216615666,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,2.7951780847,-1.9256349059,-5.2881234433,-3.2438191834,9.9873869698,0.8069435862,0.0057156964,0.0014380975,0.0011795142,4.043e-07,2.097e-07,-0.0012191467,-0.0003618145,-0.0021314978,-0.0155197729,-0.0217919651,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,2.9893754552,-2.011738317,-4.8654916739,-4.2004184573,10.0751200002,0.8169031241,0.0057845827,0.0014087226,0.0011161025,4.695e-07,2.271e-07,-0.0012892417,-0.0004069201,-0.0024512091,-0.018480594,-0.0288212633,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,3.0353605112,-1.9829381755,-5.022986634,-4.5271029171,10.8588676334,0.7800348854,0.0050261275,0.0009837574,0.0014867038,3.617e-07,2.307e-07,-0.0014279161,-0.0004485804,-0.0027714141,-0.017223259,-0.0288405481,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,3.0701108288,-2.0174888064,-4.8687559393,-4.4684439209,10.1318836571,0.8040478934,0.0053858999,0.0012376288,0.001254408,4.026e-07,2.136e-07,-0.0012090784,-0.0004243584,-0.0025806921,-0.0167237656,-0.0289075694,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,2.9081707301,-1.9617599185,-5.0702037153,-3.861721616,10.0034370106,0.8253886189,0.005018322,0.0004641017,0.0010864146,3.47e-07,2.672e-07,-0.0011169432,-0.0004238118,-0.0023205118,-0.0132180628,-0.0221160683,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,3.0130218304,-2.0050120637,-5.045966826,-3.9425375928,9.9483170012,0.7399116138,0.0048047715,0.0012892739,0.0017820821,3.156e-07,1.687e-07,-0.0010500659,-0.0003715141,-0.0021322263,-0.0126885452,-0.0240293437,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,3.0922116978,-2.010864728,-4.9506870281,-4.3947557294,10.2538191635,0.8265731871,0.0058876507,0.0016177823,0.001038388,4.355e-07,1.775e-07,-0.0013857249,-0.0005486743,-0.0030786444,-0.0173111397,-0.0325389701,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,2.9112369552,-1.9942163392,-5.0670082282,-3.629462452,9.8249375478,0.7268283973,0.0048306907,0.0007994074,0.0019648459,3.274e-07,2.555e-07,-0.0011322909,-0.0003621971,-0.0023049711,-0.0130957632,-0.0233939308,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,3.0784249084,-2.0594226418,-5.0085596404,-3.7596835091,9.547096013,0.8153866352,0.0039591203,0.0001445967,0.0012269346,2.255e-07,1.858e-07,-0.0010338615,-0.0003059482,-0.0019033943,-0.0124372671,-0.0200792144,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,3.0221920388,-2.0121171441,-4.868880266,-4.1667762704,9.4854545696,0.8119726118,0.0052757597,0.0011299502,0.0012128784,3.924e-07,2.221e-07,-0.0013184389,-0.0004038285,-0.0024467848,-0.0159917535,-0.0227883443,260,260
3,-2,-5,-4,10,0.8,0.005,0.001,3.0421061341,-2.072461323,-4.6624826815,-4.208191716,9.5760516521,0.762529581,0.005471391,0.0006536734,0.0015673013,4.319e-07,3.593e-07,-0.0010849173,-0.0004497749,-0.0027962841,-0.0150504637,-0.028386583,270,270
3,-2,-5,-4,10,0.8,0.005,0.001,3.0375185836,-2.0472508167,-4.8725271215,-3.9000765666,9.6555323943,0.8008682631,0.0053876745,0.0014466802,0.0012199986,3.615e-07,1.759e-07,-0.0013086514,-0.0004287461,-0.0022114938,-0.0159799273,-0.0244154185,270,270
3,-2,-5,-4,10,0.8,0.005,0.001,2.9589574133,-2.0260911068,-4.928143474,-3.7703936497,9.8048422803,0.7116291033,0.005759668,0.0021915585,0.0017499882,3.474e-07,1.327e-07,-0.0010727521,-0.0004329553,-0.0024757664,-0.0131467926,-0.0271134387,270,270
3,-2,-5,-4,10,0.8,0.005,0.001,3.0410610448,-2.0007858572,-4.8703396883,-4.4857275163,10.2056607971,0.748901353,0.0056109746,0.0017444627,0.0016131473,3.993e-07,1.745e-07,-0.0012410071,-0.0004649717,-0.0028892034,-0.0152472146,-0.0330132481,270,270
3,-2,-5,-4,10,0.8,0.005,0.001,2.9231760303,-1.937892538,-5.1038412697,-3.96992454,10.1272349102,0.8259536632,0.0045428692,0.0001708597,0.0010244623,2.533e-07,2.203e-07,-0.0010066382,-0.000324705,-0.0019147935,-0.0135804553,-0.0188113516,270,270
3,-2,-5,-4,10,0.8,0.005,0.001,3.0673017883,-2.0109577806,-4.9397506093,-4.331254453,10.0820125173,0.8012941095,0.0052152138,0.0013488612,0.0011606549,3.188e-07,1.773e-07,-0.0011603614,-0.0004016768,-0.0024049049,-0.0143854837,-0.0236278324,270,270
3,-2,-5,-4,10,0.8,0.005,0.001,3.0172007304,-2.0666988085,-4.7416949926,-3.9692642245,9.5371195101,0.7557421114,0.0060660296,0.0011684671,0.0015952621,4.866e-07,3.354e-07,-0.0014881662,-0.0005090571,-0.0030393256,-0.0165208568,-0.0258523913,270,270
3,-2,-5,-4,10,0.8,0.005,0.001,2.9231289332,-1.9872535016,-4.9754593931,-3.9279569695,10.0565521147,0.8308016978,0.0046769005,0.0003510059,0.0009722715,2.844e-07,2.026e-07,-0.0010230489,-0.0003473362,-0.0021388878,-0.0128632757,-0.0206941057,270,270
3,-2,-5,-4,10,0.8,0.005,0.001,2.8999546458,-1.8491868973,-5.3188346086,-4.4088859757,10.9588805023,0.7962869819,0.0049388283,0.0009955486,0.0012789821,3.174e-07,2.091e-07,-0.0010768642,-0.0004430248,-0.0023869582,-0.0138380801,-0.0279069934,270,270
3,-2,-5,-4,10,0.8,0.005,0.001,3.0450219423,-2.0266702565,-5.0107745554,-3.9150749515,9.9564090339,0.7522833954,0.004430496,0.001163441,0.0015604381,2.539e-07,1.532e-07,-0.0009372771,-0.0003380809,-0.0019819254,-0.01131552,-0.021804298,270,270
3,-2,-5,-4,10,0.8,0.005,0.001,3.1231043699,-2.0420625236,-4.8648802761,-4.4289715106,9.9936399199,0.8176610715,0.0046238155,0.0010707041,0.0010745729,2.809e-07,1.595e-07,-0.0011000921,-0.0003379166,-0.0018732467,-0.0141200679,-0.0222840275,270,270
3,-2,-5,-4,10,0.8,0.005,0.001,2.9570449164,-1.9843449192,-5.067513727,-3.7508672198,9.7931205157,0.8323159436,0.0049098566,0.0006016324,0.0009982497,3.309e-07,2.172e-07,-0.0009983493,-0.0003362742,-0.0018642743,-0.0127318605,-0.020518722,270,270
3,-2,-5,-4,10,0.8,0.005,0.001,3.1819332336,-2.0345355893,-4.9649510261,-4.6204722505,10.3253992856,0.7738753001,0.0065393654,0.0012893055,0.0015138846,5.612e-07,4.07e-07,-0.0022002722,-0.0006294297,-0.0037218838,-0.0240348284,-0.0348707576,270,270
3,-2,-5,-4,10,0.8,0.005,0.001,3.0214355269,-2.0180486923,-4.9134941495,-4.1234253629,10.0655672318,0.7575508828,0.0056139256,0.0015158994,0.0015602363,3.904e-07,2.25e-07,-0.0013914843,-0.0004114893,-0.0023493313,-0.0171450204,-0.0270247547,270,270
3,-2,-5,-4,10,0.8,0.005,0.001,2.9139104476,-1.9802482928,-4.9977013202,-3.7981178579,9.9060804619,0.8457454104,0.004368088,0.0007010441,0.0008894322,2.448e-07,1.57e-07,-0.000891191,-0.0002853937,-0.0017329464,-0.0115451568,-0.0184848996,270,270
3,-2,-5,-4,10,0.8,0.005,0.001,3.0766364425,-1.9832771465,-5.0402357288,-4.3364822235,10.3685916517,0.7960320118,0.0049832793,0.0011738856,0.001256662,3.4e-07,1.798e-07,-0.0011767721,-0.000389575,-0.0022755899,-0.0149254816,-0.0278609846,270,270
3,-2,-5,-4,10,0.8,0.005,0.001,3.0344440285,-1.962589432,-5.160291748,-4.0802048216,10.288639033,0.7751156707,0.0055196597,0.0014239988,0.0014212882,3.811e-07,2.029e-07,-0.0013650249,-0.0004620439,-0.0024452613,-0.0153145101,-0.025974358,270,270
3,-2,-5,-4,10,0.8,0.005,0.001,3.0157009491,-2.037238368,-4.8850475723,-4.0129717665,9.9775272911,0.79007914,0.00528685,0.0014183042,0.0013069697,3.666e-07,1.774e-07,-0.0011978258,-0.0004012383,-0.0023742607,-0.0148240245,-0.0256034928,270,270
3,-2,-5,-4,10,0.8,0.005,0.001,2.9604665907,-1.9763693254,-5.0304212827,-4.0151802281,10.0990632783,0.8315227862,0.0044762955,0.0006973028,0.0009996232,2.808e-07,1.848e-07,-0.0011106189,-0.0003982797,-0.0022410965,-0.0126019272,-0.0232759055,270,270
3,-2,-5,-4,10,0.8,0.005,0.001,3.0212038397,-1.9845140705,-5.0426221342,-4.1856734309,10.1949439959,0.8242723213,0.0044445784,0.0008203195,0.0010826236,2.636e-07,1.549e-07,-0.0012350941,-0.0004106153,-0.0022662979,-0.0134298338,-0.0210560804,270,270
3,-2,-5,-4,10,0.8,0.005,0.001,2.9103190216,-1.9669900389,-5.1203435434,-3.6657023096,10.0494284553,0.8777662691,0.0039173542,0.0007411761,0.0006738396,1.916e-07,9.18e-08,-0.0007685733,-0.0002783951,-0.0016186395,-0.009732992,-0.0178267415,270,270
3,-2,-5,-4,10,0.8,0.005,0.001,3.0508803344,-1.979844429,-5.2538454142,-3.9591375269,10.4389039794,0.7755258515,0.004943947,0.0012744499,0.0014312216,3.227e-07,1.569e-07,-0.0012561658,-0.0004265976,-0.0023070394,-0.0134017201,-0.0264192243,270,270
3,-2,-5,-4,10,0.8,0.005,0.001,3.0383761118,-1.9926150141,-4.9985388292,-4.3880692555,10.4859322311,0.7735271069,0.0047793111,0.0005317018,0.0014500725,3.047e-07,2.527e-07,-0.0010552662,-0.0003456759,-0.0020913497,-0.0150735995,-0.0235456177,270,270
