"B","C","D","F","G","ro","sigma","delta","oB","oC","oD","oF","oG","oRo","oSigma","oDelta","min1","min2","min3","Q_1","Q_2","Q_3","Q_4","Q_5"
3,-2,-5,-4,10,0.8675,0.0353103448,0,3.0303400451,-2.0328116669,-5.0018101407,-3.8748456924,9.0495175063,0.8139919931,0.0445797318,0.0004606701,0.003815034,6.4085e-05,5.88794e-05,-0.0251414414,-0.0068163929,-0.0428626414,-0.3861640459,-0.4962575149
3,-2,-5,-4,10,0.8675,0.0353103448,0.00025,2.7005610109,-2.0680731867,-5.5636217414,-0.9988292897,8.3189510746,0.7856185517,0.0481851427,0.0055330736,0.0052175984,0.0001150596,7.08022e-05,-0.0192411583,-0.0067283621,-0.0351461957,-0.222578158,-0.3944745982
3,-2,-5,-4,10,0.8675,0.0421724138,0,3.1484414131,-2.4826095011,-4.3298192919,-1.4415844402,4.9535315395,0.6909164812,0.0537061955,0.0092273339,0.0095353001,0.0001764204,0.0001345474,-0.0514844328,-0.0162075714,-0.0658554887,-0.3379696826,-0.6143192345
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8675,0.0490344828,0,3.3034490252,-2.3555097842,-3.6086836286,-5.3938724934,8.3880984397,0.8943711159,0.0505534567,-0.0093224029,0.0023354074,0.0001090377,0.0001100011,-0.052198936,-0.014364875,-0.0874529356,-0.6349049254,-0.7485912676
3,-2,-5,-4,10,0.8675,0.0490344828,0.00025,2.6993871397,-1.8530609051,-6.191591153,-1.4136994542,8.459151011,0.6153594198,0.0590852223,0.006307565,0.0106314898,0.0001608374,0.0001813337,-0.039455691,-0.0087591639,-0.0384564315,-0.3767075772,-0.4213489892
3,-2,-5,-4,10,0.8675,0.0558965517,0,1.3251380857,-1.4557649085,-5.7529720976,0.5570985748,8.2049709778,0.8138279962,0.1645874558,0.0034742222,0.0040544008,0.0012859904,0.0008446096,-0.0142876383,-0.0095771041,-0.0673845089,-0.2710112647,-0.7147051033
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8675,0.0627586207,0.00025,1.9187227425,-1.7435828594,-5.9423072231,0.3909960176,9.0658394145,0.8125323998,0.1285379118,0.025092885,0.0024923434,0.0003623058,0.0002078119,-0.0255325015,-0.0120552392,-0.0569989299,-0.2312423252,-0.5302147391
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8675,0.0696206897,0.00025,1.7572520818,-2.2823945374,-3.0037927721,1.2492789283,2.1076320416,1.0006622154,0.0825404354,-0.0355402979,0.000295231,0.0001070621,0.0001701582,-0.0154686975,-0.0075623554,-0.0542022619,-0.1274759774,-0.1654979625
3,-2,-5,-4,10,0.8675,0.0764827586,0,3.133488565,-2.0024912738,-5.1296667602,-4.6342776883,10.1108101846,0.8489478972,0.0666829089,-0.0231478541,0.0039216958,0.000280898,0.0003144639,-0.053248741,-0.0168106668,-0.1241318057,-0.7515500398,-1.2942334192
3,-2,-5,-4,10,0.8675,0.0764827586,0.00025,3.1347475157,-3.3803921444,-1.9604338504,2.0684207992,1.686378738,1.1496997036,0.1540646564,-0.0967659659,2.652e-07,0.002297781,0.0020007076,-0.1657065907,-0.0463560571,-0.2776414361,-0.7760502444,-0.2026310519
3,-2,-5,-4,10,0.8675,0.0833448276,0,1.9001804517,-0.9978166553,-6.7535942323,-4.1599760496,12.9178045775,0.9282538742,0.144723383,0.0377477935,0.0012773822,0.000570935,0.0002089125,-0.0254846924,-0.0145907293,-0.0816092915,-0.5973772783,-1.4013332583
3,-2,-5,-4,10,0.8675,0.0833448276,0.00025,2.9243598255,-2.2961642802,-4.2034609304,-0.9905121573,2.7947030032,0.8842510022,0.0672939102,-0.0303377979,0.0024669608,0.0001683604,0.0002223369,-0.0352328377,-0.0133528091,-0.0668598976,-0.3383495953,-0.5734820686
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8675,0.0902068966,0.00025,2.696213379,-2.2206654048,-5.0978356416,-1.2177891436,8.4478888412,1.0626490373,0.0890203488,-0.0621488476,2.30614e-05,0.0002200572,0.0001678677,-0.047817339,-0.0196625446,-0.1445019862,-0.7097704834,-1.8714925765
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8675,0.0970689655,0.00025,2.5278062252,-1.9245057709,-5.161817541,-1.1170562919,6.2966036454,0.9938637183,0.0341157853,-0.1330781065,0.004310542,0.0009720432,0.0010196324,-0.0368157126,-0.0148817281,-0.0623526747,-0.7188431232,-0.4657377412
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8675,0.1245172414,0,1.1498247377,-0.6016600092,-9.2163205989,-1.5947009452,18.7576132585,0.9508036656,0.2167518003,-0.2861123046,0.0137667907,0.0016692655,0.0033989263,-0.0337500325,0.0134619089,0.1177450727,-0.1152805345,1.6701054324
3,-2,-5,-4,10,0.8675,0.1245172414,0.02525,1.0518777833,-1.7581608229,-5.3136142136,2.6498444754,7.689717173,1.0204220953,0.1284772429,-0.0971583992,6.77e-08,0.0013673233,0.0012074496,-0.0109793306,-0.0158974873,-0.0958076946,-0.1421196129,-0.5689867927
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8675,0.1313793103,0.02525,1.7479869733,-2.7731105456,-3.9359296217,7.0994454217,-0.6151836201,1.2709814122,0.2493669964,-0.0196461299,1e-10,0.0044855234,0.0007237056,-0.0635425372,-0.0678001707,-0.3571618848,-1.1035489546,-6.5056469238
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8675,0.1519655172,0.02525,1.3942021205,-2.2585080122,-3.4751166686,3.5717196593,1.5367731947,0.0711591621,0.7265833943,-0.0463167175,0.0283585996,0.0230492429,0.0250809774,-0.0275603867,-0.0412071344,-0.3877339401,-0.2381372886,-3.0221938209
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8675,0.1725517241,0,1.5849481311,-1.9966735737,-6.048265539,3.3663460277,7.7066973266,0.910774281,0.0848141213,-0.1172919347,0.0026826244,0.0011061287,0.0013058349,-0.0169501946,-0.0112472572,-0.0567573419,-0.2172759476,-0.5525200779
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8675,0.1794137931,0,0.7328652869,-1.5403308939,-5.3367101114,3.7702908181,4.8036593348,1.2204296006,0.3470042843,-0.0820729301,3.9e-09,0.0083695958,0.002209798,-0.0301692156,-0.0227564984,-0.1744750151,-0.3781433084,-1.2535004318
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8675,0.193137931,0,0.953171895,-1.4785616419,-5.65156896,2.9861956654,5.2757955676,1.1013630186,0.0849732873,-0.1233506571,7.6514e-06,0.0004457553,0.0009459374,-0.0060565439,-0.0023910279,-0.0298752335,0.0090397388,-0.2074946241
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8675,0.2,0.02525,-0.3618933532,-0.3113799582,-9.9146542262,3.0772278847,21.3713047224,1.1042100149,0.2635076438,-0.0691781004,3.908e-06,0.0341537073,0.0068273655,-0.0050216454,-0.0059473397,-0.030529147,-0.1553964466,-0.7751451318
3,-2,-5,-4,10,0.8717241379,0.001,0,2.9973064784,-2.0170768543,-4.8907263878,-4.0266881918,9.7905568501,0.9520673231,0.0006731596,-0.0003251068,0.0011327108,1.26e-08,1.57e-08,-0.0004846256,-0.0001503965,-0.0009205422,-0.0069073452,-0.0092512625
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8717241379,0.007862069,0,3.2860836888,-2.1006962826,-5.1041256456,-4.3784738032,11.1619849787,0.9118074664,0.0066264696,-0.0008310088,0.0017354748,1.2617e-06,1.4642e-06,-0.005679745,-0.0017302157,-0.0114773464,-0.0706917776,-0.1192711408
3,-2,-5,-4,10,0.8717241379,0.007862069,0.00025,3.1202353317,-2.0253571446,-4.941428191,-4.565837174,10.8223273898,0.8969815534,0.0065305623,-0.0004705384,0.0021424229,1.6091e-06,1.3622e-06,-0.0050865962,-0.0013685321,-0.0085524234,-0.0711163233,-0.0913143155
3,-2,-5,-4,10,0.8717241379,0.0147241379,0,3.0439705914,-1.8371812157,-5.1329617359,-5.709959405,11.6578209046,0.9077877545,0.0148209519,0.0008810002,0.0020043561,8.4263e-06,5.4942e-06,-0.0099934139,-0.0034153551,-0.0223221493,-0.1393481971,-0.2640754823
3,-2,-5,-4,10,0.8717241379,0.0147241379,0.00025,2.8340959594,-2.0548669408,-4.380724449,-3.9753643765,9.1150907057,0.8552084463,0.0174248069,0.00127058,0.0029342599,1.05643e-05,7.5776e-06,-0.0105047016,-0.0036670178,-0.0253966939,-0.1383478196,-0.2159519833
3,-2,-5,-4,10,0.8717241379,0.0215862069,0,3.1217704192,-1.9516030372,-4.7770293719,-5.0937782465,9.8233216834,0.6951379292,0.0177347068,0.0004657203,0.0069530247,1.05599e-05,1.2847e-05,-0.0152301837,-0.0035206154,-0.0215987007,-0.2140647375,-0.2118882162
3,-2,-5,-4,10,0.8717241379,0.0215862069,0.00025,3.3002578482,-2.0641237896,-4.9421058576,-5.1409721477,11.1839742845,0.8057215636,0.0256085685,0.0064141938,0.0041291057,2.54559e-05,1.68198e-05,-0.0176914369,-0.0057713173,-0.0389774826,-0.2628136756,-0.499243394
3,-2,-5,-4,10,0.8717241379,0.0284482759,0,2.7550902943,-1.8646235237,-5.6870472638,-2.8359017178,9.6269802996,0.7327622364,0.0317705593,0.0081487965,0.0063382758,4.26718e-05,2.22381e-05,-0.013289919,-0.0054763614,-0.0276234157,-0.1679359434,-0.3673797805
3,-2,-5,-4,10,0.8717241379,0.0284482759,0.00025,3.2184418357,-2.1690303485,-4.9188038785,-3.2052866539,9.4368805278,0.8577224749,0.0281722739,-0.0015687628,0.0029496091,3.24445e-05,3.05149e-05,-0.0215486988,-0.0067361846,-0.030027164,-0.2572946327,-0.3188101596
3,-2,-5,-4,10,0.8717241379,0.0353103448,0,2.7026750637,-1.8427518207,-5.4932128788,-3.0522807768,8.2185241732,0.8426971635,0.0331739357,-0.0025801241,0.0032645355,3.43756e-05,3.9662e-05,-0.0145764072,-0.0054900793,-0.0344910408,-0.1800538502,-0.3206953356
3,-2,-5,-4,10,0.8717241379,0.0353103448,0.00025,3.0713447739,-2.4516381356,-3.6238708067,-3.5043034664,8.3841143225,0.8426495006,0.0579428421,-0.0070154624,0.002092052,5.14435e-05,8.27413e-05,-0.0412355137,-0.0138836783,-0.0827779472,-0.573677106,-0.7401032521
3,-2,-5,-4,10,0.8717241379,0.0421724138,0,3.7884875212,-2.6303571943,-4.4896251509,-2.4978341144,9.1461596815,0.874451846,0.0519845263,0.0080264714,0.0024732355,0.0001023519,5.54802e-05,-0.0664019841,-0.0184868939,-0.0948365563,-0.5958929673,-0.8298072034
3,-2,-5,-4,10,0.8717241379,0.0421724138,0.00025,3.7525572402,-2.6303367687,-4.0133107497,-4.2286043361,9.5716514132,1.0179189673,0.0546292539,-0.0237298885,5.689e-06,6.8469e-05,0.0001078933,-0.0669892919,-0.0153346922,-0.0855264073,-0.8438010149,-0.886125596
3,-2,-5,-4,10,0.8717241379,0.0490344828,0,3.7815638294,-2.1936125121,-3.6732420016,-7.5597783409,8.6498156893,0.647790713,0.0906709966,0.0400650291,0.0064568384,0.00025349,0.0001202472,-0.0769444975,-0.0232143016,-0.1534629838,-1.1248948831,-1.7982424019
3,-2,-5,-4,10,0.8717241379,0.0490344828,0.00025,2.1841500781,-2.391738556,-4.4707997318,2.5008972263,5.207490081,1.125941015,0.4018448944,0.0682033499,0.0014569969,0.0056733001,0.0005785332,-0.0792684303,-0.0427775232,-0.2218942375,-0.7155720628,-1.6459091904
3,-2,-5,-4,10,0.8717241379,0.0558965517,0,2.5634727591,-1.8378274283,-5.1515108835,-3.3391813253,10.0810804007,0.7027497696,0.0669618075,0.0224567423,0.0062341146,0.0001594665,7.68819e-05,-0.0262102642,-0.0108165639,-0.0667855725,-0.3972646951,-0.8828852141
3,-2,-5,-4,10,0.8717241379,0.0558965517,0.00025,2.2363414636,-1.7016408639,-5.603840692,-2.3580038932,9.1770342057,0.8852130336,0.0581219278,-0.0020177711,0.0024164938,0.0001138559,8.43962e-05,-0.0180562747,-0.006543001,-0.0427750417,-0.2581419054,-0.4429699441
3,-2,-5,-4,10,0.8717241379,0.0627586207,0,4.4084455558,-2.6361280716,-3.6777275935,-6.8123325612,9.3269514544,0.7363563257,0.0860741547,0.0147678879,0.0065075953,0.0003572638,0.0003146918,-0.1265381471,-0.0237180058,-0.1429977569,-1.7743059571,-1.9006735022
3,-2,-5,-4,10,0.8717241379,0.0627586207,0.00025,2.9984478147,-1.2203614653,-5.9476422209,-9.5913460672,16.1677407096,0.6776057549,0.0987382877,0.0399169824,0.0059948486,0.0002276667,6.81869e-05,-0.0538965313,-0.0239791211,-0.1554220789,-1.1466486383,-2.7200058616
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8717241379,0.0696206897,0.00025,3.656612119,-2.5216059325,-4.0938474192,-3.6354023073,6.9418755644,0.733053577,0.043213601,-0.0129877218,0.0087295752,0.0001339453,0.0001685149,-0.0482108632,-0.0148415744,-0.0818330562,-0.5125676154,-0.6401082985
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8717241379,0.0764827586,0.00025,2.0011990578,-2.5562295122,-3.6374865264,2.8745370686,4.2995506683,1.0984884218,0.0985315545,-0.2070155489,7.4985e-06,0.000498323,0.0011516849,-0.0380833848,-0.0263694783,-0.1734848133,-0.3337771936,-1.0389862639
3,-2,-5,-4,10,0.8717241379,0.0833448276,0,2.8950975111,-2.4933325659,-4.467888532,-0.024280705,5.9545694222,0.8864740155,0.0318375208,-0.1003807217,0.0031260454,3.38129e-05,0.0003670616,-0.0572674596,-0.0685776783,-0.210839213,-0.6199602015,-0.352205368
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8717241379,0.0970689655,0,3.5794908306,-2.6543843458,-2.2239303505,-5.1011934724,2.2292277148,1.1563557238,0.0788401465,-0.0386786418,1.949e-07,0.0004624654,0.000223119,-0.0970666529,-0.0425369978,-0.3624144489,-0.9511315675,-2.9693015894
3,-2,-5,-4,10,0.8717241379,0.0970689655,0.00025,3.3672736016,-2.7631450665,-2.6965746769,-4.1744601205,5.5275485711,1.0111231555,0.1238373561,-0.0087193243,1.155e-07,0.0002156696,0.0002649775,-0.0814815292,-0.0522513424,-0.2611453121,-1.1215405223,-2.0308257097
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8717241379,0.1039310345,0.02525,1.1711390922,-1.7599418656,-4.9293702383,2.5240563607,5.413609081,0.9038150885,0.1011940528,-0.0378883667,0.0020882234,0.0002327356,4.4239e-05,-0.0089209601,-0.0066342917,-0.0493996152,-0.0764099639,-0.2374084328
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8717241379,0.1245172414,0.02525,1.4055666131,-1.5423020473,-6.6555454567,1.9467197398,9.5535430067,0.8998603503,0.1797227813,0.03399565,0.0018361522,0.0015166528,0.0006165479,-0.0188419353,-0.0096225762,-0.049084167,-0.2255615046,-0.5561982968
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8717241379,0.1313793103,0.02525,0.8849328262,-1.5236802514,-5.1019499755,3.0453043673,3.3649640739,1.0206943336,0.2484621036,-0.0562341969,1.1e-08,0.0040167758,0.0015230042,-0.0127288229,-0.0104507721,-0.0642453059,-0.1270589408,-0.4878637947
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8717241379,0.1451034483,0,0.6370694034,-0.5067483802,-8.3783714018,-0.7609584056,16.6106640179,0.8215827213,0.3973194547,-0.0619442453,0.0047696818,0.0044180924,0.0032947733,-0.0129739976,-0.0150532235,-0.1186504258,-0.3398599814,-1.6564433499
3,-2,-5,-4,10,0.8717241379,0.1451034483,0.02525,1.005691586,-2.1306316342,-3.6680584094,4.6780893477,2.0571312649,0.9268491829,0.2414590601,0.0069490552,0.0043357817,0.0028037314,0.0015314703,-0.0187285946,-0.0135439098,-0.1007918795,-0.1148272231,-0.566557929
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8717241379,0.1794137931,0.02525,2.7657857871,-2.7206887651,-3.1689996154,-0.0974365303,1.2800776195,1.0906864986,0.1614144301,-0.005253864,9.9795e-06,0.0015898739,0.0003877518,-0.0639627084,-0.030807389,-0.1877981456,-0.8718270715,-2.0109670523
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8717241379,0.1862758621,0.02525,0.5571190719,-0.4668306404,-7.7779396531,-0.8442493408,14.5775424249,0.8457734624,0.6572954008,0.0745271632,0.0021608033,0.0055525374,0.0028279829,-0.0089873459,-0.0158681174,-0.1095705285,-0.2831857445,-1.4839595604
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8717241379,0.2,0.02525,3.1562902715,-5.6297774374,2.1265708733,15.3402946572,-24.4846663997,1.1170454599,0.3904870613,-0.1320495484,1.5363e-06,0.0043590752,0.0027357877,-1.8439214155,-0.8539499242,-3.4449003265,-21.4128468234,-49.1199857691
3,-2,-5,-4,10,0.8759482759,0.001,0,3.0309645458,-2.0566276098,-4.8307109685,-3.9706845744,9.7708780655,0.8875687936,0.0008663222,-0.0004361174,0.0021830792,1.64e-08,7e-09,-0.0007433307,-0.0001699484,-0.0010681524,-0.009247016,-0.0083165676
3,-2,-5,-4,10,0.8759482759,0.001,0.00025,2.9821885771,-1.9965824088,-5.0320968335,-3.9826840841,10.2516947808,0.7305831114,0.000887058,0.0002991128,0.005489315,2.72e-08,1.31e-08,-0.0005857593,-0.0001888892,-0.0012241257,-0.0072042453,-0.011321818
3,-2,-5,-4,10,0.8759482759,0.007862069,0,3.1192484181,-1.9265385347,-5.2703722749,-4.5710252594,10.4902042027,0.8286148439,0.0067269343,0.0003428752,0.0035650975,1.4439e-06,1.1641e-06,-0.0058511245,-0.0019743184,-0.0125790776,-0.0577230444,-0.1037987502
3,-2,-5,-4,10,0.8759482759,0.007862069,0.00025,2.8008216468,-1.6816679296,-5.7908914179,-4.221417286,11.0486505166,0.6483810582,0.0073325363,0.0015906445,0.0077202675,2.0287e-06,1.6714e-06,-0.0038880793,-0.0015976935,-0.0085636176,-0.0476380432,-0.1274980203
3,-2,-5,-4,10,0.8759482759,0.0147241379,0,2.6286733511,-1.8883032547,-5.4889899961,-1.875079861,8.4942656012,0.8441401591,0.012260138,-0.0016610391,0.0033012663,5.6198e-06,5.3833e-06,-0.0055117553,-0.0018447142,-0.0095148868,-0.0619774262,-0.0900086507
3,-2,-5,-4,10,0.8759482759,0.0147241379,0.00025,2.9567720925,-2.1233724935,-4.5621698013,-3.6205417487,8.787956966,0.842895845,0.0131290549,0.0004481984,0.0037304996,8.4749e-06,6.3479e-06,-0.0086208586,-0.0034695815,-0.0210067819,-0.0965731002,-0.2125531426
3,-2,-5,-4,10,0.8759482759,0.0215862069,0,3.2034034329,-2.2486697869,-4.7497071325,-3.8047900314,10.3021790172,0.8656848891,0.0278443032,0.0051559059,0.0026955835,2.83673e-05,1.46021e-05,-0.0175354791,-0.0049970195,-0.0329956086,-0.2546164886,-0.369217542
3,-2,-5,-4,10,0.8759482759,0.0215862069,0.00025,3.1280167406,-2.1510387243,-4.5497727348,-4.0146456819,8.833596197,0.9020888978,0.0153792312,-0.0089310139,0.0020140978,6.3411e-06,8.1606e-06,-0.0115932437,-0.0038881156,-0.0259858568,-0.159636126,-0.2345461627
3,-2,-5,-4,10,0.8759482759,0.0284482759,0,3.8667878516,-2.3674452453,-4.5384152571,-5.457521433,10.106671982,0.887843075,0.0293283682,-0.0048365685,0.0024118188,3.90168e-05,3.74378e-05,-0.0324769173,-0.0092438139,-0.0518612596,-0.3800831094,-0.5288377542
3,-2,-5,-4,10,0.8759482759,0.0284482759,0.00025,3.0193431567,-1.7392797337,-5.6063832936,-5.5789400544,12.1495757658,0.8442883734,0.03433855,0.0058923944,0.0030729744,4.39077e-05,2.67791e-05,-0.0215219981,-0.0068536167,-0.0451441351,-0.3002469989,-0.5860080599
