"B","C","D","F","G","ro","sigma","delta","oB","oC","oD","oF","oG","oRo","oSigma","oDelta","min1","min2","min3","Q_1","Q_2","Q_3","Q_4","Q_5"
3,-2,-5,-4,10,0.255,0.0215862069,0.000527,3.1403345746,-2.0676544497,-4.9562678189,-4.2722379302,10.5069242363,0.3730602683,0.0276890511,0.0021931482,0.0128346628,2.76358e-05,5.00196e-05,-0.0231885634,-0.0071527183,-0.044797329,-0.2928947772,-0.4720024617
3,-2,-5,-4,10,0.255,0.0284482759,0,3.1121878716,-1.9689475992,-5.051492281,-4.8293853982,11.0793950746,0.2593465649,0.0280625842,0.0024763562,0.0139940115,2.72447e-05,5.12699e-05,-0.0190612025,-0.0058175479,-0.0352849069,-0.2655049468,-0.3809357559
3,-2,-5,-4,10,0.255,0.0284482759,0.0002502,2.9796715794,-2.0664378749,-4.8671207596,-3.6235162497,9.6431364321,-0.1385798716,0.0182985295,-0.0061516419,0.0211760622,9.0463e-06,1.86031e-05,-0.0125021529,-0.003317317,-0.0218591702,-0.1696795652,-0.1671419597
3,-2,-5,-4,10,0.255,0.0284482759,0.0002867,2.9490352645,-1.9433581105,-5.1623122675,-4.1471928187,10.7896750868,0.2230111857,0.0313250027,0.0098299385,0.0112760011,5.25795e-05,8.61967e-05,-0.0169259561,-0.0060628232,-0.0395236324,-0.2455655803,-0.5089531547
3,-2,-5,-4,10,0.255,0.0284482759,0.0003284,2.9974188089,-1.9766753742,-5.1293980086,-3.8441838093,9.8737913172,0.1963684522,0.0297617513,-0.0043129511,0.0181411793,2.12623e-05,4.94956e-05,-0.0196692391,-0.0062140162,-0.03619125,-0.2718455997,-0.297097389
3,-2,-5,-4,10,0.255,0.0284482759,0.0003798,2.9788994797,-2.0094600078,-4.9791608054,-3.9132711673,9.9042517944,0.1680864137,0.0320454859,0.0025319392,0.0149459473,3.29042e-05,5.80917e-05,-0.0200074516,-0.0062337192,-0.0379284735,-0.2310733138,-0.3005756536
3,-2,-5,-4,10,0.255,0.0284482759,0.000444,3.1937698057,-2.1035765836,-4.8223148516,-4.2892969986,9.8343852493,0.0358618842,0.0272333431,0.010025332,0.0092628452,2.98113e-05,6.11776e-05,-0.0169427104,-0.0056098254,-0.0310380364,-0.2238395555,-0.3836856893
3,-2,-5,-4,10,0.255,0.0284482759,0.000527,3.0170860853,-2.0613465635,-4.8008494429,-3.8373606908,9.5259757504,0.1843326735,0.0305963614,0.0084033597,0.0117479562,3.67354e-05,6.55329e-05,-0.0168751568,-0.0063454912,-0.0340722863,-0.2093186215,-0.3830959043
3,-2,-5,-4,10,0.255,0.0353103448,0,2.9976002002,-1.8350222821,-5.3629981967,-4.7101350913,11.1706543166,0.0357816404,0.0315235393,0.0089906891,0.0112838551,3.54468e-05,7.23586e-05,-0.0191046859,-0.006482367,-0.0390401236,-0.266724266,-0.4579409979
3,-2,-5,-4,10,0.255,0.0353103448,0.0002502,2.8359983425,-1.8811596801,-5.3722494234,-3.6858334919,10.492008497,0.3758266944,0.0444002065,-0.0007392138,0.0139531443,5.70123e-05,0.0001023348,-0.0247407293,-0.0077721588,-0.0490962919,-0.3170584139,-0.486162504
3,-2,-5,-4,10,0.255,0.0353103448,0.0002867,3.1055075859,-2.1500324707,-4.6798101945,-3.782910987,9.1395503012,0.3334911256,0.0360054972,0.0042047864,0.0129473061,4.9063e-05,0.0001074425,-0.0306207127,-0.009447518,-0.0658956886,-0.3551394535,-0.6148569874
3,-2,-5,-4,10,0.255,0.0353103448,0.0003284,3.2572314344,-2.0483758072,-4.7541410675,-5.2150853125,10.4040974002,0.2032297653,0.0324807163,0.003198097,0.0133365342,3.28882e-05,6.86859e-05,-0.0320367548,-0.0091587016,-0.0526276756,-0.3406983848,-0.4101740033
3,-2,-5,-4,10,0.255,0.0353103448,0.0003798,2.7268850643,-1.8642999057,-5.1796266266,-3.4731666885,9.8243075404,0.1156150481,0.0379467704,0.009818535,0.0115809285,5.11479e-05,8.90135e-05,-0.0205246758,-0.0075917287,-0.0417953009,-0.2274005411,-0.3523812029
3,-2,-5,-4,10,0.255,0.0353103448,0.000444,3.2303469959,-1.9015319737,-5.1551895095,-5.5223580134,11.260902437,0.0668562794,0.0279981326,0.004790486,0.0119449541,3.39887e-05,7.38784e-05,-0.024819651,-0.0088412431,-0.0561802445,-0.3072994653,-0.6692751209
3,-2,-5,-4,10,0.255,0.0353103448,0.000527,3.1940005533,-2.1033329255,-4.8635439965,-4.0948893672,9.5236808859,-0.0042971442,0.0420683163,0.0110594917,0.0102119674,7.80347e-05,0.0001567347,-0.0348528224,-0.0115982244,-0.0575840836,-0.3702123599,-0.5335141308
3,-2,-5,-4,10,0.255,0.0421724138,0,2.9137841635,-1.801450983,-5.5125098086,-4.5684639031,11.6386187392,0.2379189491,0.0435176046,0.0034501119,0.0146582569,7.00197e-05,0.0001336905,-0.0241051328,-0.0079348845,-0.0422096232,-0.3700417705,-0.624337484
3,-2,-5,-4,10,0.255,0.0421724138,0.0002502,2.8634131347,-2.0329949242,-5.0589134426,-2.9739966102,9.3791796267,0.2882852229,0.0288369848,-0.0113835986,0.0184518284,2.0509e-05,4.15905e-05,-0.0185528755,-0.0050684896,-0.0325974864,-0.237349323,-0.2429535253
3,-2,-5,-4,10,0.255,0.0421724138,0.0002867,2.8807308703,-1.9353229048,-5.314364758,-3.7152082139,10.9205160277,0.1885337989,0.0355151187,-0.0056710932,0.0159206347,4.72674e-05,0.0001043201,-0.023631422,-0.0091977947,-0.0555518085,-0.2649255698,-0.5318520132
3,-2,-5,-4,10,0.255,0.0421724138,0.0003284,3.2841430355,-2.2867887661,-4.2993023835,-3.9592830084,8.0737197205,0.2464776973,0.0281162735,-0.0129110082,0.0179669519,2.28534e-05,6.04026e-05,-0.0262546324,-0.0067304344,-0.0446553656,-0.3100761519,-0.2968661557
3,-2,-5,-4,10,0.255,0.0421724138,0.0003798,3.4360633228,-2.1864918038,-4.3823081978,-5.5353866306,9.8192799942,0.2982310619,0.0287191153,-0.0073592727,0.0156908849,2.77998e-05,7.34279e-05,-0.0314334377,-0.0082643332,-0.0543721868,-0.3797413707,-0.4425142776
3,-2,-5,-4,10,0.255,0.0421724138,0.000444,3.0379542333,-2.1636391623,-4.6700532275,-3.4257174981,8.8414812848,0.1867127533,0.043108329,0.0051168721,0.0129903389,6.89291e-05,0.0001214185,-0.0307693538,-0.0093838361,-0.0573725905,-0.2880005401,-0.4685055889
3,-2,-5,-4,10,0.255,0.0421724138,0.000527,3.3447603643,-2.2193414868,-4.6282408357,-4.5268150958,10.2135379256,0.3065597277,0.0503474207,0.0041572779,0.0137192294,8.9856e-05,0.0001738891,-0.037069455,-0.0111485485,-0.0617101467,-0.5029024284,-0.6862051146
3,-2,-5,-4,10,0.255,0.0490344828,0,2.876008431,-1.9621689934,-5.1522672667,-3.7278556725,10.4478305988,0.1171455997,0.0626008727,0.0017848934,0.0139956905,0.0001518179,0.0003281992,-0.0425669855,-0.0165671456,-0.1104011632,-0.5208202963,-1.0842952656
3,-2,-5,-4,10,0.255,0.0490344828,0.0002502,3.0496709338,-2.0222867402,-5.0908494332,-3.8455143504,9.9783315604,0.3964735716,0.0518988693,0.013857121,0.0127751954,0.0001403493,0.0001768083,-0.037085441,-0.0132519352,-0.0545289631,-0.3928435922,-0.6435320175
3,-2,-5,-4,10,0.255,0.0490344828,0.0002867,2.7751195016,-1.9698351379,-5.0707134907,-3.109393202,9.7171794456,0.3278699133,0.0358005566,-0.0054789574,0.017033367,4.44941e-05,8.88346e-05,-0.0232482901,-0.0067502944,-0.0377460113,-0.2867995438,-0.367791402
3,-2,-5,-4,10,0.255,0.0490344828,0.0003284,2.9264731913,-1.8405026754,-5.2353486198,-4.5866392581,10.6338793178,0.1839456276,0.0604214653,-0.0011497454,0.0155073531,0.0001063173,0.0002315012,-0.0356225627,-0.0121670938,-0.0783641548,-0.5569109791,-1.0273256963
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.255,0.0490344828,0.000444,3.1096441066,-2.2131701666,-4.5422864697,-3.5784161884,8.7296378119,0.3605483859,0.0368501585,-0.0280650139,0.0115844273,2.88002e-05,3.00151e-05,-0.0234559822,-0.006102479,-0.0397200502,-0.367001369,-0.256692173
3,-2,-5,-4,10,0.255,0.0490344828,0.000527,3.1483289393,-2.0501121608,-4.7404300528,-4.5865112593,9.9467541669,-0.152010187,0.0491841718,0.0022333512,0.0141355112,6.77326e-05,0.0001620517,-0.0461187252,-0.0109624482,-0.0689762372,-0.6128320348,-0.5506627473
3,-2,-5,-4,10,0.255,0.0558965517,0,2.9455423334,-1.9871054228,-5.112803431,-3.7833270305,10.4352179794,0.3180094347,0.0673901825,0.001034631,0.0145115478,0.0002035316,0.0003697571,-0.0459514327,-0.0166348876,-0.0933314545,-0.5538012234,-1.0741175179
3,-2,-5,-4,10,0.255,0.0558965517,0.0002502,3.0561640523,-2.0314720515,-4.9898400092,-3.8851430224,9.6618275764,0.1219111865,0.0448190232,-0.0111189341,0.0192856314,6.08711e-05,0.0001267384,-0.0356521868,-0.0093410966,-0.0488671582,-0.4113146511,-0.5094903672
3,-2,-5,-4,10,0.255,0.0558965517,0.0002867,2.9998872784,-1.9565026738,-5.0124355212,-4.3241219629,10.1164144005,0.1065689993,0.0473456847,0.0142282913,0.0191618936,3.7212e-05,7.90888e-05,-0.0313964577,-0.0078189069,-0.048850606,-0.4627038503,-0.518019648
3,-2,-5,-4,10,0.255,0.0558965517,0.0003284,2.668142338,-1.9295514371,-5.0755374404,-2.9289209953,8.954654146,0.1587941656,0.0540654128,0.0066013344,0.014231691,9.39282e-05,0.0001646069,-0.0330097679,-0.0084466765,-0.0518464693,-0.4137932911,-0.3944980793
3,-2,-5,-4,10,0.255,0.0558965517,0.0003798,2.9217534107,-2.0346941727,-4.8860977899,-3.4039486889,9.1458281401,0.1926334324,0.0456821055,-0.0124327621,0.0182624035,7.83507e-05,0.0001826305,-0.0294133776,-0.0102111417,-0.0622890197,-0.3703626008,-0.543615938
3,-2,-5,-4,10,0.255,0.0558965517,0.000444,3.2430536332,-2.38064832,-4.0256637955,-3.2872397371,6.8018002979,0.3321477508,0.0377028477,-0.0247152691,0.0148927101,3.21238e-05,4.61321e-05,-0.043027589,-0.0088681686,-0.063346825,-0.4469170085,-0.302183458
3,-2,-5,-4,10,0.255,0.0558965517,0.000527,3.1352695021,-2.0400186125,-4.9207890399,-4.0716596257,9.4132367344,0.2446210174,0.0414601502,-0.0082408176,0.0169051279,5.05938e-05,0.0001171368,-0.0305889062,-0.0104225997,-0.0554549582,-0.3309474611,-0.5165945058
3,-2,-5,-4,10,0.255,0.0627586207,0,3.0852567102,-1.9506551738,-5.0495279771,-4.9234525497,10.8618408912,0.0348482465,0.0596877907,0.0142791456,0.0119972959,0.0001211532,0.000238421,-0.0403417176,-0.0137068256,-0.0820199561,-0.4973100773,-0.7056247685
3,-2,-5,-4,10,0.255,0.0627586207,0.0002502,2.6238459291,-1.7742484873,-5.4806405124,-3.4375295406,11.0126433806,0.2302766295,0.0734660951,0.0138355542,0.013302564,0.0001897496,0.0003440709,-0.03224563,-0.0142124632,-0.0936578341,-0.4198577916,-0.9469599845
3,-2,-5,-4,10,0.255,0.0627586207,0.0002867,3.4349885496,-2.3949380222,-4.0781774467,-4.3433912724,8.0624641817,0.4704395068,0.0328999971,-0.0288226614,0.0121398027,2.38067e-05,2.56891e-05,-0.0272479094,-0.0059673302,-0.036769696,-0.3562352311,-0.2214010965
3,-2,-5,-4,10,0.255,0.0627586207,0.0003284,2.7958443068,-1.9639919407,-5.1776609379,-3.1960675265,9.8489328561,0.1170016016,0.0810609596,0.0119462709,0.0128287122,0.0002704189,0.0004952584,-0.0426388259,-0.0175991193,-0.0883879375,-0.4581602738,-0.8799589721
3,-2,-5,-4,10,0.255,0.0627586207,0.0003798,3.2919967659,-2.1802078864,-4.5223489858,-4.1779380796,8.3804771083,0.3257223293,0.0471284934,-0.0202958363,0.0160825419,6.09849e-05,0.0001434538,-0.051441089,-0.0124620449,-0.0793072148,-0.5843023663,-0.639186516
3,-2,-5,-4,10,0.255,0.0627586207,0.000444,3.289231985,-2.0697372583,-4.7714753896,-5.11794575,10.5126615811,0.2818110409,0.054128801,0.0116283454,0.0122339626,0.0001100674,0.0002159682,-0.0433076383,-0.0144458184,-0.0899010817,-0.5585944371,-0.8916912604
3,-2,-5,-4,10,0.255,0.0627586207,0.000527,3.2573307442,-2.0531237596,-5.2100229664,-4.5451132675,11.0821743771,0.3314598712,0.050761168,-0.0172132966,0.0157069926,7.06649e-05,0.0001520666,-0.0521979835,-0.0123264979,-0.0697319196,-0.61961719,-0.6734837183
3,-2,-5,-4,10,0.255,0.0696206897,0,2.9091356636,-2.1395626582,-4.9554244777,-2.3788003951,8.5134454401,0.1915473703,0.0662506874,-0.0405843705,0.0214028235,9.57148e-05,0.0001701478,-0.0352830987,-0.0104661576,-0.0640654911,-0.5048789061,-0.5946645682
3,-2,-5,-4,10,0.255,0.0696206897,0.0002502,3.585336637,-2.5319069593,-3.7273359206,-4.1305704987,6.581328306,0.1602239128,0.0609997304,0.0010595498,0.013624073,0.0001795762,0.0004327125,-0.0644692887,-0.0194706298,-0.1233464008,-0.642664634,-0.9400060311
3,-2,-5,-4,10,0.255,0.0696206897,0.0002867,3.2521057931,-2.4185310934,-4.0219272719,-3.5051251392,7.8195255559,0.4830138217,0.0455313415,-0.0335848917,0.0179443188,0.0001040166,0.0002395575,-0.0401249615,-0.013784346,-0.0859536106,-0.4258205172,-0.597970017
3,-2,-5,-4,10,0.255,0.0696206897,0.0003284,3.1221877382,-2.0117422286,-4.9821502322,-4.4696245818,10.2049859284,0.4582157881,0.0576195448,-0.0035051119,0.0140428069,0.0001346465,0.0002306778,-0.0474159859,-0.0142822926,-0.0978238637,-0.5577111797,-0.9072848178
3,-2,-5,-4,10,0.255,0.0696206897,0.0003798,3.2460279288,-2.3939144821,-4.029001273,-3.4291337646,6.8137290734,0.0554665828,0.0738400774,-0.0282042181,0.0225585811,0.0002151075,0.000434118,-0.0650368797,-0.0188481235,-0.1138586932,-0.648899719,-0.680775221
3,-2,-5,-4,10,0.255,0.0696206897,0.000444,3.0029626362,-1.8568421333,-5.4364039672,-4.4902175001,11.4567822022,0.1282739631,0.1080036194,0.0475485605,0.0095061264,0.000474809,0.0008432548,-0.0462151193,-0.019237778,-0.1120489982,-0.7507688646,-1.554648811
3,-2,-5,-4,10,0.255,0.0696206897,0.000527,2.6311921609,-1.9075950247,-5.2416298445,-2.6299928692,9.6835358134,0.2281708961,0.1003401107,0.0270245461,0.0120173342,0.0004237408,0.0006413396,-0.0525099926,-0.0147525862,-0.0777655455,-0.6046464384,-0.9330721825
3,-2,-5,-4,10,0.255,0.0764827586,0,2.9477344324,-1.855950502,-5.1598768172,-4.5727478226,10.5318132923,0.2473937676,0.0957722277,0.0451440723,0.0091990761,0.0003514483,0.0005111348,-0.0545745794,-0.0182623017,-0.1079236106,-0.6506907095,-1.2524784243
3,-2,-5,-4,10,0.255,0.0764827586,0.0002502,2.7404670622,-1.897876842,-5.5287096446,-3.0121217811,10.791942965,0.1421107999,0.0826828292,0.0380179839,0.0078851692,0.0003176519,0.0004861747,-0.0405491534,-0.013753875,-0.0757522944,-0.4948750592,-0.9953339871
3,-2,-5,-4,10,0.255,0.0764827586,0.0002867,2.8428036095,-2.023516886,-4.8375268706,-3.0332411324,8.3277696758,0.1853675298,0.069178057,0.042137894,0.0062647032,0.0002061771,0.0002697493,-0.0270707827,-0.0087472992,-0.0482497737,-0.3085146202,-0.5136803527
3,-2,-5,-4,10,0.255,0.0764827586,0.0003284,3.10568969,-2.1836564257,-4.6927126235,-3.5281674443,9.0022396251,0.094237122,0.0854951163,0.0295841829,0.0092619773,0.0003487991,0.000638005,-0.0578445048,-0.0206489194,-0.1317261548,-0.6112645239,-1.3863718841
3,-2,-5,-4,10,0.255,0.0764827586,0.0003798,2.6106024191,-1.9287482687,-5.0049172209,-2.7651646786,8.9595516589,0.2877019527,0.0594627731,-0.0274878412,0.0190069194,0.0001114968,0.0002024227,-0.028097914,-0.0099764569,-0.0609837627,-0.4153917278,-0.6820557953
3,-2,-5,-4,10,0.255,0.0764827586,0.000444,3.0687568093,-2.2190761453,-4.5501542624,-3.3785664819,8.7179088417,0.2713159281,0.0606894383,-0.0159435826,0.0206332064,0.0002912231,0.0005528579,-0.0435998067,-0.0143031691,-0.0816391035,-0.5767272617,-0.9318695239
3,-2,-5,-4,10,0.255,0.0764827586,0.000527,2.6143286327,-2.0129535235,-4.9741120737,-1.9694464886,8.1764117394,0.7864196777,0.0701377692,-0.0548019393,0.0030504788,8.6545e-05,8.80929e-05,-0.0365339448,-0.0109293443,-0.0720791547,-0.4279496053,-0.5825881853
3,-2,-5,-4,10,0.255,0.0833448276,0,2.5251572542,-1.9498536244,-5.4086845248,-1.8987452486,9.9892625954,0.2859841664,0.1024575248,0.0259296317,0.0118552325,0.0004073535,0.0006239787,-0.0541964444,-0.0167135818,-0.0956508484,-0.5901440313,-0.7906571796
3,-2,-5,-4,10,0.255,0.0833448276,0.0002502,2.5862282624,-2.0462192636,-5.1384148848,-1.5643104146,8.7836317288,0.311882134,0.0737514771,-0.0344561034,0.0216808371,0.000289004,0.0005523199,-0.0368575341,-0.0135897002,-0.0727999732,-0.4984136473,-0.8132182891
3,-2,-5,-4,10,0.255,0.0833448276,0.0002867,2.7470155283,-1.8457025057,-5.0974280809,-3.8350418246,10.1192044091,0.2941924426,0.1075971576,0.0484089629,0.0097711612,0.0004870506,0.0006533735,-0.0496175879,-0.0210902284,-0.1197436513,-0.6399562256,-1.4223072407
3,-2,-5,-4,10,0.255,0.0833448276,0.0003284,3.0487610115,-2.044291252,-4.7423086782,-4.2815359314,9.5629678818,0.1594990613,0.1104586736,0.0442773419,0.00943195,0.0005167827,0.0009267554,-0.0572849162,-0.0195978562,-0.1193936075,-0.8086389703,-1.5765549563
3,-2,-5,-4,10,0.255,0.0833448276,0.0003798,2.3899073289,-1.8381885351,-5.5374192139,-1.8518525426,9.8255614874,0.06993847,0.0805744376,-0.0015916418,0.0163235987,0.0002603005,0.0004986296,-0.0278380516,-0.0134245267,-0.0827701454,-0.3578244615,-0.7702815696
3,-2,-5,-4,10,0.255,0.0833448276,0.000444,2.5609672278,-2.009114339,-5.1779238545,-1.9615061598,9.6295163194,0.4070638636,0.0691257417,-0.0306391451,0.0170199434,0.0001327389,0.0002452638,-0.0347606862,-0.0113744309,-0.0797830384,-0.4607988294,-0.5672660516
3,-2,-5,-4,10,0.255,0.0833448276,0.000527,3.0055151912,-2.0934367546,-4.6533715478,-3.7760521636,8.8696518408,0.3190493155,0.0630948499,-0.0169844865,0.015682079,0.0001252206,0.0002499433,-0.0474417889,-0.0111477765,-0.0730516222,-0.6789765644,-0.8254711556
3,-2,-5,-4,10,0.255,0.0902068966,0,3.0868173637,-2.0860580741,-4.5981871341,-4.2324944783,9.0787469542,0.1101958507,0.1001999225,0.0023456548,0.013706119,0.0004106472,0.0008714843,-0.080532812,-0.018286743,-0.1203264855,-1.0658978193,-1.3834689209
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.255,0.0902068966,0.0002867,3.1643452976,-1.9590211913,-5.0956625508,-4.7991270556,10.4156166358,0.3239332142,0.0910139036,0.0180672904,0.0129295677,0.0004165666,0.0008181276,-0.0525588948,-0.0232274723,-0.1247032757,-0.8381703047,-1.8621888877
