  9.7473611e-001	  2.0638976e-001	 -8.1615711e-001	  5.9241955e-001	
  9.7360722e-001	  2.0709755e-001	 -8.1537307e-001	  5.9314749e-001	
  9.7418386e-001	  2.0710968e-001	 -8.1491640e-001	  5.9398928e-001	
  9.7297983e-001	  2.0832762e-001	 -8.1410105e-001	  5.9484682e-001	
  9.7396976e-001	  2.0870301e-001	 -8.1358183e-001	  5.9584694e-001	
  9.7191410e-001	  2.0918557e-001	 -8.1292559e-001	  5.9667607e-001	
  9.7309124e-001	  2.1062565e-001	 -8.1214800e-001	  5.9733629e-001	
  9.7233464e-001	  2.1140765e-001	 -8.1133533e-001	  5.9877121e-001	
  9.7298681e-001	  2.1292910e-001	 -8.1042304e-001	  5.9918258e-001	
  9.7199404e-001	  2.1339316e-001	 -8.1025571e-001	  6.0062480e-001	
  9.7296842e-001	  2.1501412e-001	 -8.0926021e-001	  6.0142250e-001	
  9.7220085e-001	  2.1595208e-001	 -8.0816199e-001	  6.0272480e-001	
  9.7176481e-001	  2.1678723e-001	 -8.0731550e-001	  6.0432836e-001	
  9.7138068e-001	  2.1747857e-001	 -8.0688113e-001	  6.0558795e-001	
  9.7135594e-001	  2.1935939e-001	 -8.0566719e-001	  6.0661467e-001	
  9.7098322e-001	  2.2028211e-001	 -8.0494956e-001	  6.0769139e-001	
  9.7048012e-001	  2.2151215e-001	 -8.0375836e-001	  6.0889958e-001	
  9.7102304e-001	  2.2297956e-001	 -8.0292077e-001	  6.1039169e-001	
  9.7015866e-001	  2.2417999e-001	 -8.0182929e-001	  6.1167327e-001	
  9.7021080e-001	  2.2495746e-001	 -8.0084088e-001	  6.1314207e-001	
  9.6892342e-001	  2.2613300e-001	 -7.9993498e-001	  6.1441103e-001	
  9.7007348e-001	  2.2835042e-001	 -7.9873773e-001	  6.1554397e-001	
  9.6856561e-001	  2.2902181e-001	 -7.9777461e-001	  6.1714953e-001	
  9.6929979e-001	  2.3058758e-001	 -7.9684804e-001	  6.1823440e-001	
  9.6760310e-001	  2.3137272e-001	 -7.9585158e-001	  6.1976148e-001	
  9.6869235e-001	  2.3271512e-001	 -7.9457138e-001	  6.2079606e-001	
  9.6762726e-001	  2.3402392e-001	 -7.9383451e-001	  6.2208863e-001	
  9.6838751e-001	  2.3472332e-001	 -7.9299446e-001	  6.2339817e-001	
  9.6675905e-001	  2.3510135e-001	 -7.9207618e-001	  6.2459392e-001	
  9.6758285e-001	  2.3731639e-001	 -7.9096951e-001	  6.2539622e-001	
  9.6637881e-001	  2.3888173e-001	 -7.9023915e-001	  6.2631206e-001	
  9.6692186e-001	  2.3957579e-001	 -7.8952009e-001	  6.2755063e-001	
  9.6639896e-001	  2.4053860e-001	 -7.8876597e-001	  6.2859737e-001	
  9.6633129e-001	  2.4089182e-001	 -7.8793886e-001	  6.2950933e-001	
  9.6567995e-001	  2.4133627e-001	 -7.8734448e-001	  6.3063059e-001	
  9.6582537e-001	  2.4329310e-001	 -7.8627892e-001	  6.3126125e-001	
  9.6578171e-001	  2.4351786e-001	 -7.8587605e-001	  6.3215463e-001	
  9.6495887e-001	  2.4442890e-001	 -7.8537115e-001	  6.3277709e-001	
  9.6536944e-001	  2.4529616e-001	 -7.8460555e-001	  6.3362164e-001	
  9.6432170e-001	  2.4670702e-001	 -7.8392872e-001	  6.3449551e-001	
  9.6480374e-001	  2.4744955e-001	 -7.8324367e-001	  6.3522405e-001	
  9.6364283e-001	  2.4786146e-001	 -7.8269584e-001	  6.3637030e-001	
  9.6494745e-001	  2.4933741e-001	 -7.8207127e-001	  6.3682225e-001	
  9.6390298e-001	  2.5004859e-001	 -7.8116186e-001	  6.3781797e-001	
  9.6419011e-001	  2.5049826e-001	 -7.8049156e-001	  6.3867818e-001	
  9.6306764e-001	  2.5139105e-001	 -7.8004875e-001	  6.3952046e-001	
  9.6406499e-001	  2.5314666e-001	 -7.7933713e-001	  6.4037572e-001	
  9.6162249e-001	  2.5306567e-001	 -7.7827544e-001	  6.4150582e-001	
  9.6303796e-001	  2.5509416e-001	 -7.7740248e-001	  6.4232018e-001	
  9.6130786e-001	  2.5579998e-001	 -7.7689962e-001	  6.4381351e-001	
  9.6212687e-001	  2.5687375e-001	 -7.7565789e-001	  6.4475068e-001	
  9.6112371e-001	  2.5809758e-001	 -7.7475723e-001	  6.4587016e-001	
  9.6124410e-001	  2.5921283e-001	 -7.7374336e-001	  6.4706896e-001	
  9.6094774e-001	  2.6075855e-001	 -7.7274479e-001	  6.4831559e-001	
  9.6106022e-001	  2.6208587e-001	 -7.7179636e-001	  6.4943693e-001	
  9.6014338e-001	  2.6363477e-001	 -7.7050921e-001	  6.5087565e-001	
  9.6013702e-001	  2.6436754e-001	 -7.6939785e-001	  6.5224883e-001	
  9.5983879e-001	  2.6622725e-001	 -7.6830843e-001	  6.5332022e-001	
