"B","C","D","F","G","ro","sigma","delta","oB","oC","oD","oF","oG","oRo","oSigma","oDelta","min1","min2","min3","Q_1","Q_2","Q_3","Q_4","Q_5","pDat","cas"
1,-0.25,-14,-12,60,0.4,0.05,0,0.9709163174,-0.2353892349,-14.2835019337,-11.6789892349,60.4187208855,0.2949126743,0.0450249022,0.0046490013,0.009452472,2.84398e-05,5.00407e-05,-0.0002999312,-0.0002314269,-0.015105496,-0.0612412576,-0.9622751984,160,160
1,-0.25,-14,-12,60,0.4,0.05,0,0.9892192388,-0.2428912249,-14.088741246,-11.91052689,60.1773443045,0.420177057,0.0614494124,0.0028806792,0.0077256985,5.56043e-05,8.11841e-05,-0.0004117409,-0.000303824,-0.0193899175,-0.0889939316,-1.4601783523,160,160
1,-0.25,-14,-12,60,0.4,0.05,0,1.0504473388,-0.2725324865,-13.7448067137,-12.5642946585,59.2893385985,0.3003042134,0.0497887459,0.0082839823,0.0093046023,3.65343e-05,6.39023e-05,-0.0003987606,-0.0002777504,-0.0178074704,-0.0840723245,-1.1196199955,160,160
1,-0.25,-14,-12,60,0.4,0.05,0,0.9567530477,-0.2334574124,-14.2217453592,-11.5259640336,60.7867415606,0.4656012526,0.0424452557,0.0013584654,0.0067138274,2.52661e-05,3.73391e-05,-0.0002936931,-0.0002149068,-0.0136840359,-0.0666815535,-0.9950902226,160,160
1,-0.25,-14,-12,60,0.4,0.05,0,0.9795946931,-0.2218394537,-14.2621588518,-11.9283688168,61.4556271104,0.4353614517,0.0448859274,-0.0034171259,0.0074376304,2.85462e-05,4.39747e-05,-0.0003165538,-0.0002265388,-0.0139890403,-0.0694417133,-0.9558834635,160,160
1,-0.25,-14,-12,60,0.4,0.05,0,0.980569493,-0.2436526904,-14.1009967503,-11.8568331362,60.4835933962,0.2413521282,0.0591068336,-0.0030302541,0.0105188517,4.7649e-05,8.13649e-05,-0.0004570837,-0.000291111,-0.0186478221,-0.0927257499,-1.286167455,160,160
1,-0.25,-14,-12,60,0.4,0.05,0,0.9810359685,-0.2705240695,-13.8384301791,-11.6277772988,58.7708718541,0.3662017268,0.0443435171,-0.0073491685,0.0082795251,2.56232e-05,3.78989e-05,-0.0003021884,-0.000193441,-0.0130700947,-0.0637193258,-0.8641295128,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,0.9996388065,-0.2621646307,-14.098912365,-11.9316284241,60.8329687539,0.3880662494,0.0492004401,0.0039143925,0.0075958079,3.27434e-05,4.73263e-05,-0.0003577123,-0.000218851,-0.0140072069,-0.074047722,-1.0064072791,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,0.9987870079,-0.2492892233,-14.1037846144,-11.9513962528,60.8788684295,0.6033630039,0.048685284,0.0058420471,0.004174787,3.30006e-05,3.8095e-05,-0.0003476115,-0.0002380538,-0.0140660582,-0.0705588788,-0.940141612,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,0.9966061541,-0.2452319816,-13.9977690503,-12.0197845425,59.844604668,0.3930359565,0.04883914,-0.008712453,0.0074384331,3.09262e-05,4.46308e-05,-0.0004587733,-0.0002160998,-0.01589763,-0.1015025581,-0.9820874692,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,0.9922479428,-0.2613261009,-13.9806931245,-11.8400165682,59.4428005098,0.1654097185,0.053416055,0.0075905391,0.0099811731,3.71042e-05,6.28483e-05,-0.000384024,-0.0002500973,-0.0149039855,-0.0739541324,-1.0253084887,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,0.9731992422,-0.2922542458,-13.9564673747,-11.2207369161,58.7055600489,0.4575009961,0.0484073744,-0.0096475903,0.0065133067,3.11272e-05,4.9611e-05,-0.0002916073,-0.0002347746,-0.0151825552,-0.0661223396,-0.9522158322,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,0.9897288242,-0.2098376876,-14.2801345844,-12.2303875378,62.3290885441,0.3306197168,0.0499394327,-0.0096523617,0.0087093026,3.24252e-05,5.87838e-05,-0.0003371893,-0.0002560253,-0.0158364211,-0.0765796162,-1.1856726572,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,0.9896716845,-0.2453798492,-14.0754834924,-11.9501492981,61.3855689971,0.3130744934,0.0587380939,-0.0041447763,0.0085484415,4.34528e-05,6.88547e-05,-0.0004759937,-0.0002645722,-0.0177390701,-0.1055690157,-1.2052025684,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,0.9847756654,-0.2496072932,-14.0013198286,-11.7235955371,59.304289965,0.3593155489,0.0515610541,0.0050945919,0.0078167917,3.44565e-05,5.41903e-05,-0.0003918154,-0.0002351678,-0.0154157822,-0.0846859683,-1.0977520361,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,0.9538694776,-0.2479589185,-14.0136364528,-11.3313270166,58.2325394889,0.3297314597,0.0442519904,-0.0007861706,0.0087305341,2.52317e-05,4.28516e-05,-0.0002844966,-0.0001999146,-0.0124444882,-0.068308705,-0.8233049771,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,1.0108458684,-0.2535332815,-14.0448578246,-12.0416421523,60.1106054156,0.5002432403,0.0426553723,0.0048557739,0.0059018096,2.67922e-05,3.84967e-05,-0.0003049719,-0.0002194578,-0.0137374475,-0.0643877086,-0.9722750651,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,1.015026799,-0.2390869168,-14.123739661,-12.2476724442,60.4883916056,0.4873667718,0.0450234402,-0.0076973783,0.0059466356,2.6487e-05,3.91952e-05,-0.000303045,-0.0002330408,-0.0151809861,-0.062291752,-0.9669800228,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,1.0165740578,-0.2814653773,-13.7255976152,-11.9569341524,58.113797096,0.3544464349,0.0488380878,-0.0128559054,0.0085136515,3.10652e-05,4.82976e-05,-0.0003625161,-0.000225238,-0.0140767083,-0.078211415,-0.8734876104,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,0.9991326211,-0.2398285205,-14.0724343476,-12.088225839,60.2930688148,0.4524241865,0.0424133584,-0.0034657543,0.0065690436,2.35387e-05,3.52105e-05,-0.000259487,-0.0002055761,-0.0124674013,-0.061509607,-0.8620367824,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,1.0059114775,-0.24118398,-14.0569293384,-12.0931518567,59.890271086,0.4026490604,0.0529816457,0.0009424992,0.0074883222,3.80514e-05,6.07611e-05,-0.0004161941,-0.0002520391,-0.0162934186,-0.0872141797,-1.0322907606,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,1.0098150316,-0.2468069474,-14.1363596889,-12.1386387288,60.5742281535,0.4501953846,0.0479143512,-0.0014747815,0.0065838733,3.02203e-05,4.34799e-05,-0.000388155,-0.0002205705,-0.0140409964,-0.0816289355,-0.9977130041,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,0.9726121693,-0.2361730402,-14.0330540265,-11.7506879552,60.1016618184,0.3375727316,0.0566201612,0.0131522969,0.0077279442,4.73708e-05,7.19056e-05,-0.0003515758,-0.0002826919,-0.0174402197,-0.0675882424,-1.1658835008,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,1.0427163566,-0.2223090847,-14.1590169403,-12.7641048492,61.5780856263,0.3492000853,0.0497040777,0.0067065735,0.0079960285,3.35442e-05,5.45106e-05,-0.0003343645,-0.0002546893,-0.0169243444,-0.068658036,-1.0889621969,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,0.9978810757,-0.2379017482,-14.0620861786,-11.9595064833,59.3191766623,0.4198881551,0.0491827735,-0.0007780347,0.007167513,3.17658e-05,4.94429e-05,-0.000344123,-0.0002303182,-0.0147569417,-0.0710465571,-0.9910053147,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,0.9786069676,-0.2709060286,-13.8214634831,-11.5275330775,57.9852278286,0.2524439683,0.0554513321,-0.0011023968,0.009768299,3.85372e-05,6.29677e-05,-0.0003564839,-0.0002437432,-0.0144972,-0.0766604899,-0.9510735858,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,1.0257423197,-0.2670142349,-13.7156735399,-12.2032506548,58.4078507579,0.3837636471,0.0453813276,0.0046006528,0.007420348,3.01381e-05,4.31267e-05,-0.0003724301,-0.0002174512,-0.0149805499,-0.072795279,-1.0657118101,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,0.9968573694,-0.283942763,-13.7192392666,-11.7807286043,58.6997370519,0.337378098,0.0448309515,0.0009565777,0.0083986104,2.59749e-05,4.43994e-05,-0.0003015827,-0.0002225323,-0.0138072312,-0.0656700529,-0.8710673146,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,0.9729921375,-0.2266683903,-14.274684037,-11.79303338,61.3355864881,0.468259661,0.0502054965,0.0052681561,0.0062774392,3.42393e-05,4.93219e-05,-0.00036012,-0.0002412711,-0.0165713414,-0.0693699317,-0.9554909485,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,0.9478493489,-0.222001551,-14.1668306842,-11.4677380086,59.5746308338,0.218084565,0.0427805296,-0.0033333927,0.0106099395,2.3255e-05,3.96733e-05,-0.0002526807,-0.0001944938,-0.0122421295,-0.0503781165,-0.8022892719,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,1.01343177,-0.2463082971,-14.000200826,-12.301831346,61.32939696,0.2704650439,0.0482315429,-0.0104275714,0.0086504545,2.94727e-05,4.77256e-05,-0.0003316052,-0.0002305529,-0.014581982,-0.0728636952,-0.8691449064,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,1.0353987439,-0.2427825106,-14.2175924406,-12.5997025886,62.9104311819,0.5137677315,0.0480224493,0.0012030325,0.0057294241,3.54739e-05,4.71102e-05,-0.0003721691,-0.0002778354,-0.0168694072,-0.0762809671,-1.4245260151,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,1.0169446499,-0.2375783947,-13.9036915297,-12.3094979773,59.4570982877,0.4385905755,0.0521770704,0.008915841,0.0066481553,4.0893e-05,4.99214e-05,-0.00046177,-0.0002318575,-0.0149256276,-0.0866417034,-1.0609158636,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,1.0511320063,-0.2403211461,-14.1958777984,-12.7785496735,63.1068547271,0.3944329662,0.0621064793,0.0136586511,0.00717466,5.27158e-05,7.65939e-05,-0.0005673029,-0.0002964448,-0.0181168848,-0.1212194287,-1.4704612726,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,0.9792913381,-0.2234507755,-14.1128153882,-12.0184701614,60.1747713883,0.4210815889,0.0453277233,-0.0049476845,0.0069511816,2.67584e-05,4.27904e-05,-0.000291414,-0.000222086,-0.0140881539,-0.0631942793,-0.912613932,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,0.9683402155,-0.2247161893,-14.1221100643,-11.7689248454,60.2770031218,0.3575226117,0.0542698484,0.0020591594,0.0080556072,3.88431e-05,6.18043e-05,-0.0003630777,-0.0002596965,-0.0178244346,-0.0718056584,-1.1328080453,170,170
1,-0.25,-14,-12,60,0.4,0.05,0,1.0096401999,-0.2355518105,-14.0593401648,-12.2648810913,60.7882916764,0.4142403373,0.0464557706,-0.0045300012,0.0067372964,2.65338e-05,4.69376e-05,-0.0003117858,-0.0002318505,-0.0149348852,-0.0727867963,-0.9274632189,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,0.9948380471,-0.2675667275,-13.8099578726,-11.9374585222,59.5944561971,0.4110674678,0.0450772567,0.0052493864,0.0069197892,2.70687e-05,4.3466e-05,-0.0002566257,-0.0002196583,-0.0136119902,-0.0528949581,-0.909168186,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,0.9883852234,-0.2507348734,-14.1644762624,-11.8035526826,60.1594635384,0.3214740056,0.0481595593,0.0096112084,0.007514698,3.00219e-05,4.84093e-05,-0.0003060322,-0.0002211825,-0.0137934669,-0.0611145283,-0.9512615447,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,0.9846715885,-0.2404729037,-14.0737421647,-11.8874323659,60.2113058548,0.322484812,0.0652477883,-0.0035585107,0.0083675982,5.17322e-05,9.48535e-05,-0.0003934255,-0.0003049656,-0.0206175778,-0.0896421088,-1.2892214003,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,0.9897603091,-0.241163197,-14.0355845536,-11.9292320483,59.7503515393,0.4316266057,0.0559485514,0.0022199071,0.0064431378,3.94313e-05,6.46728e-05,-0.0003285626,-0.0002718208,-0.0168173477,-0.0693234248,-1.1244991715,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,0.9903453911,-0.2544726312,-14.0210683854,-11.8605906003,60.3509053872,0.2782882714,0.055855784,0.0113717713,0.008381204,4.54841e-05,6.50898e-05,-0.0003930393,-0.0002304565,-0.0150448282,-0.0806307965,-1.2281910528,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,1.004912422,-0.2208233944,-14.1648016315,-12.2628919805,61.0190290473,0.3283002541,0.0520156256,0.0076090668,0.0078537819,3.62205e-05,5.37683e-05,-0.000339099,-0.0002255121,-0.0141524529,-0.0707596152,-1.0730647737,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,0.9927698265,-0.2398311807,-13.9505518386,-12.1087050134,60.2392903276,0.554760773,0.0400650411,-0.0006776286,0.0046667687,2.06704e-05,2.57014e-05,-0.0003469642,-0.0001671694,-0.0108628902,-0.0709269236,-0.8559064762,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,0.9959620782,-0.2316021754,-14.0352496649,-12.0903461875,59.4169489055,0.3843258496,0.0500777051,-0.0129972631,0.0070945497,3.05304e-05,4.40517e-05,-0.0002999642,-0.0002125223,-0.0126224465,-0.0703832731,-0.8762417003,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,1.0157174035,-0.2253076573,-14.2807840147,-12.5098339214,63.5317635149,0.1354370997,0.0484574456,-0.0053420104,0.0094649648,2.77361e-05,5.37814e-05,-0.0003421856,-0.0002373736,-0.0151831736,-0.0833957866,-1.0317066257,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,0.9961870906,-0.2300678236,-14.0658828893,-12.1623079301,61.0926654278,0.4108957743,0.0490508808,0.0108385404,0.0064444827,3.54362e-05,4.87679e-05,-0.0003065458,-0.0002431185,-0.014268476,-0.0599742551,-1.0779930279,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,0.9666865946,-0.2461625846,-14.1832390257,-11.4802448432,60.4865186775,0.5802465928,0.0364674329,-0.0041695008,0.0042317956,1.66528e-05,2.18985e-05,-0.0002765727,-0.0001631002,-0.0108080402,-0.0627011878,-0.779189908,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,0.9505824158,-0.2648856955,-13.9082518511,-11.2397660821,58.5791379936,0.3905848961,0.0563332,-0.0017949585,0.0070785219,3.88037e-05,5.78744e-05,-0.0003543472,-0.0002325054,-0.015538751,-0.085135222,-1.0703388582,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,0.9922801837,-0.247982259,-13.9132543712,-11.9468296464,59.5401006974,0.39425415,0.0542109403,-0.0004492457,0.0072495655,3.87286e-05,5.75488e-05,-0.0003799679,-0.000245732,-0.014832073,-0.0777638456,-1.0289404783,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,1.0106282579,-0.2321590415,-14.2786951616,-12.3317319073,62.6269596811,0.3906096892,0.055119047,0.0075941357,0.0070243641,3.74539e-05,6.13566e-05,-0.0003433563,-0.0002547909,-0.0159248787,-0.0771507275,-1.1359065362,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,1.0064098356,-0.2790719825,-13.8324992353,-11.8577819012,58.9430911404,0.3783057486,0.0592137744,0.0142531097,0.0066599461,5.09901e-05,6.88426e-05,-0.0003608853,-0.0002848666,-0.017914809,-0.0696830271,-1.3052347833,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,0.9814222626,-0.2453920428,-14.0093419015,-11.8052469564,59.7561322252,0.422176586,0.0494769823,-0.0011760137,0.0067101695,3.02876e-05,4.54958e-05,-0.0002860368,-0.0002172545,-0.0135527494,-0.0656001324,-0.9150154512,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,0.967505022,-0.2517445616,-14.047729933,-11.517286308,59.0477852072,0.2489071791,0.0621308273,0.0051123715,0.0090135927,4.74351e-05,7.51594e-05,-0.0004707374,-0.0002518986,-0.017504824,-0.0901234669,-1.1908281914,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,0.9953467341,-0.2283327117,-14.1833436972,-12.1369598891,61.0874081613,0.4829067764,0.0460474387,-0.0033730374,0.0055858839,2.58981e-05,3.94418e-05,-0.000360962,-0.0002108074,-0.0138231853,-0.0839996465,-1.0452194923,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,0.9670913791,-0.2467308532,-14.0246556366,-11.5629394759,59.0810050565,0.4590562675,0.0495864219,-0.0018844993,0.0062393171,3.14385e-05,4.60614e-05,-0.0003052681,-0.0002063809,-0.0132007904,-0.0659677538,-0.8833753422,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,1.0075649148,-0.2861650669,-13.6891872318,-11.8427523187,57.9803967817,0.4660445975,0.0472575063,0.0081580795,0.0058304278,3.22563e-05,4.44442e-05,-0.0003673336,-0.0002222368,-0.013789018,-0.072578634,-0.9630028367,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,0.9971881265,-0.242330291,-14.0847763461,-12.2371725464,61.85118687,0.36942131,0.054194876,0.0082087705,0.0073009127,3.94146e-05,5.7129e-05,-0.0003428231,-0.0002443761,-0.0166450988,-0.0692629748,-1.0768332729,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,1.0069999595,-0.2417986975,-13.8800765736,-12.1778487172,59.1746414826,0.4886087215,0.063119715,0.0084569686,0.0055642117,5.15471e-05,7.1583e-05,-0.0003998519,-0.0002761087,-0.0190575429,-0.0850209899,-1.3080066047,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,1.009568979,-0.242013098,-14.1522086863,-12.115956897,60.92874575,0.4552702238,0.0529976637,0.0011350816,0.0061200997,3.49208e-05,4.98482e-05,-0.0003663054,-0.000243664,-0.0157435514,-0.0706879909,-0.9445728196,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,0.9594177263,-0.2844756062,-13.7785720799,-11.2468473664,57.8589641976,0.3966891379,0.0508583089,0.0006597514,0.0069609525,3.33493e-05,4.6637e-05,-0.0003114308,-0.0002178841,-0.0153222725,-0.0603184834,-0.9834252927,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,1.0178793511,-0.2566550114,-13.9713943205,-12.1870145062,60.1963806283,0.3505125371,0.0465067517,0.0038887186,0.0074662097,2.64559e-05,3.98411e-05,-0.0003456945,-0.0002052708,-0.0135462329,-0.0691981965,-0.8942489878,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,1.0386744523,-0.2595759098,-14.0387251659,-12.4651222827,61.3096838203,0.4501747173,0.0481703502,0.0044741025,0.00612597,3.02425e-05,4.56494e-05,-0.0003849009,-0.0002492332,-0.0169455287,-0.072235472,-0.989369006,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,0.9967283438,-0.2528978141,-13.9172866482,-11.959276431,59.6228057397,0.444760448,0.0543016496,0.0066050312,0.0065754183,4.18348e-05,6.42088e-05,-0.0003059691,-0.0002700433,-0.0169853912,-0.0673381061,-1.2153539233,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,0.9954564105,-0.230032467,-14.0220243372,-12.1351513223,60.0873862054,0.3523850032,0.050523419,-0.0130362202,0.0076022358,3.07559e-05,4.77325e-05,-0.0003555231,-0.0002380444,-0.0163331954,-0.06507489,-0.8583506564,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,0.9881825915,-0.2535433662,-14.0105751088,-11.7298540626,59.4176709388,0.4973763028,0.0430071152,0.0084544863,0.005346448,2.4846e-05,3.03591e-05,-0.0002841341,-0.0001884056,-0.0119529483,-0.058102468,-0.8555929281,180,180
1,-0.25,-14,-12,60,0.4,0.05,0,0.9867758951,-0.2570973036,-13.9628206825,-11.8259110785,59.7851154845,0.3557684345,0.0523503885,-0.0013759101,0.0074494407,3.17563e-05,4.85572e-05,-0.0003377508,-0.0002154631,-0.0139376994,-0.0672404406,-0.7853178499,190,190
1,-0.25,-14,-12,60,0.4,0.05,0,1.0008401238,-0.2817461936,-13.7132363061,-11.8445396739,58.0452739423,0.3613400967,0.0546944075,0.0107986643,0.006820493,3.66887e-05,5.61148e-05,-0.000351576,-0.000228413,-0.0150439053,-0.0704357133,-0.9949578914,190,190
1,-0.25,-14,-12,60,0.4,0.05,0,1.0107080972,-0.2243757727,-14.2212844517,-12.3014686951,61.8326643975,0.3076703161,0.0518030463,-0.0029115597,0.0083328457,3.12406e-05,4.9699e-05,-0.000342994,-0.0002144585,-0.0144242897,-0.0703846219,-0.9927437058,190,190
1,-0.25,-14,-12,60,0.4,0.05,0,1.0176816215,-0.223857994,-14.1784052861,-12.4881996207,61.5538039336,0.158106099,0.05029812,-0.0021282545,0.009415646,2.77092e-05,5.5426e-05,-0.0002938177,-0.000236249,-0.0154631417,-0.063476633,-0.9247293474,190,190
1,-0.25,-14,-12,60,0.4,0.05,0,1.0037368153,-0.2461434126,-14.1006765786,-12.1428829826,61.3362258706,0.3344786914,0.0482438174,-0.00577213,0.0076637583,2.68541e-05,4.19571e-05,-0.000324718,-0.0001954539,-0.0126625324,-0.0716937765,-1.0091210247,190,190
1,-0.25,-14,-12,60,0.4,0.05,0,1.0016663834,-0.2896241249,-13.6653709478,-11.7920180413,57.9553167972,0.3538745983,0.0488551499,0.0031471374,0.0072590872,3.13306e-05,4.88723e-05,-0.0003042478,-0.0002164214,-0.0132594662,-0.0614795414,-0.9367434471,190,190
1,-0.25,-14,-12,60,0.4,0.05,0,0.9858024474,-0.2445374022,-13.8961696154,-11.8703314627,58.9002192086,0.4183601228,0.0454158533,-0.0046932444,0.0064449153,2.4498e-05,4.02827e-05,-0.0002354533,-0.0002044643,-0.0131398903,-0.0551133809,-0.9422736238,190,190
1,-0.25,-14,-12,60,0.4,0.05,0,0.9993561896,-0.2651150298,-13.9169862301,-11.8489742982,59.188146338,0.4050771943,0.0407197465,-0.0147510263,0.0062350249,1.94811e-05,2.66952e-05,-0.0002669636,-0.0001639316,-0.0098093773,-0.0601852656,-0.6777796975,190,190
1,-0.25,-14,-12,60,0.4,0.05,0,1.0173118405,-0.2660238592,-13.9460712934,-12.1651743881,60.4606040425,0.4954467765,0.053514062,-0.001997958,0.005342604,3.55998e-05,5.309e-05,-0.000356961,-0.0002380789,-0.0163091324,-0.0755440233,-1.0493692811,190,190
1,-0.25,-14,-12,60,0.4,0.05,0,1.0139666777,-0.2639742146,-13.9054670835,-11.9813961496,58.8735231051,0.3770291068,0.0428253176,-0.003042308,0.0070162781,2.17607e-05,3.55251e-05,-0.0002749929,-0.0001896211,-0.0116958711,-0.059336492,-0.802400323,190,190
1,-0.25,-14,-12,60,0.4,0.05,0,0.9998278286,-0.247817279,-13.8831907652,-12.034724684,58.537741104,0.4218704852,0.0518641309,0.0032988551,0.0062674262,3.19266e-05,4.30493e-05,-0.0003152403,-0.0001989355,-0.0129904173,-0.064603013,-0.8705968054,190,190
1,-0.25,-14,-12,60,0.4,0.05,0,1.0023689071,-0.2412165279,-13.9590080641,-12.133779705,60.0406555618,0.2673989193,0.0504902519,-0.0007457661,0.0080695148,2.86062e-05,4.81835e-05,-0.0003380223,-0.0002099747,-0.0132804915,-0.0737145054,-0.9582734714,190,190
1,-0.25,-14,-12,60,0.4,0.05,0,0.9970578525,-0.2369735647,-14.0224059957,-12.111338844,60.490186192,0.4086700063,0.0626375818,-0.0059059239,0.0065720838,4.57364e-05,6.69923e-05,-0.0003901625,-0.0002593833,-0.0157579867,-0.0814278684,-1.0569397221,190,190
1,-0.25,-14,-12,60,0.4,0.05,0,1.0187781523,-0.2752075842,-13.8234477952,-12.0545809771,58.9018883,0.3868519837,0.0491541008,-0.003198883,0.006861697,2.83057e-05,4.37247e-05,-0.000292804,-0.0002134178,-0.0131093964,-0.0625963182,-0.9056331981,190,190
1,-0.25,-14,-12,60,0.4,0.05,0,0.9852066096,-0.271976378,-13.8444494327,-11.6701116022,58.3222434207,0.3972945936,0.0528234936,0.0008838492,0.0066249065,3.23534e-05,4.84626e-05,-0.0003333323,-0.0002146198,-0.0142516479,-0.0668649453,-0.8678390256,190,190
1,-0.25,-14,-12,60,0.4,0.05,0,1.0004455061,-0.262645254,-13.9197199823,-11.8671606062,59.0336363352,0.4241775911,0.0478468761,0.0021834324,0.0062518798,2.72365e-05,4.45494e-05,-0.0002781817,-0.0002131929,-0.0139305492,-0.0621503609,-0.9904355287,190,190
1,-0.25,-14,-12,60,0.4,0.05,0,1.0103137313,-0.2526224319,-13.9579179242,-12.0655831285,59.8566025833,0.320767855,0.0442941661,0.0025106602,0.0074041039,2.23871e-05,4.09282e-05,-0.0002669653,-0.0002066275,-0.0122363705,-0.0603278926,-0.8366519181,190,190
1,-0.25,-14,-12,60,0.4,0.05,0,0.9966191423,-0.2607843407,-13.9395442397,-11.8499543329,59.1412638523,0.4293176493,0.0582533098,0.0035902203,0.0062712267,4.29745e-05,6.69363e-05,-0.0003573969,-0.0002706732,-0.0171780694,-0.0693994057,-1.081341715,190,190
1,-0.25,-14,-12,60,0.4,0.05,0,1.0054203504,-0.2841811288,-13.7411035547,-11.7286539445,57.9112735976,0.4601506102,0.0509871764,0.0054632796,0.0057104308,3.11186e-05,4.36563e-05,-0.0003172467,-0.0002151373,-0.0134699384,-0.0684387534,-0.9393209581,190,190
1,-0.25,-14,-12,60,0.4,0.05,0,0.983271599,-0.2362164523,-14.0229656427,-11.8493138889,59.5197607338,0.3288380653,0.0479990656,-0.0053896625,0.0076910687,2.67794e-05,4.51031e-05,-0.0003136361,-0.0002072554,-0.0123103374,-0.0688288498,-0.8420650025,190,190
1,-0.25,-14,-12,60,0.4,0.05,0,0.9988339785,-0.2545863381,-13.9595592166,-11.955445051,59.5973426877,0.3314653102,0.0454931537,-0.0041497272,0.0077596071,2.39103e-05,4.03166e-05,-0.0002664751,-0.0001946279,-0.0122499531,-0.0597056256,-0.8697903731,190,190
1,-0.25,-14,-12,60,0.4,0.05,0,0.9932777575,-0.2382281572,-14.0349358195,-12.0017495781,60.0488939091,0.3495580384,0.0439485579,0.0069527622,0.0068803333,2.44374e-05,4.00912e-05,-0.0002435377,-0.0001990221,-0.0108091722,-0.0576317757,-0.8467933918,190,190
1,-0.25,-14,-12,60,0.4,0.05,0,0.990639436,-0.2638127057,-13.8768630382,-11.8021265,58.74134986,0.2341492106,0.0550918616,-0.0156157491,0.0081060838,3.42994e-05,5.82109e-05,-0.0003579027,-0.0002273135,-0.0156496252,-0.0825977986,-0.9736947575,190,190
1,-0.25,-14,-12,60,0.4,0.05,0,1.0120937154,-0.2404496116,-14.0864567702,-12.2255411174,60.6540946362,0.399725165,0.0407944897,-0.0093942433,0.0064279786,1.93398e-05,2.80303e-05,-0.0002703513,-0.0001645932,-0.0103491833,-0.0632655882,-0.7648898927,190,190
1,-0.25,-14,-12,60,0.4,0.05,0,1.0035583867,-0.2549413402,-13.9508617737,-11.8724510009,58.3742466714,0.1986625114,0.0521773706,0.0080268582,0.0086122617,3.26754e-05,5.57958e-05,-0.0003121871,-0.000228062,-0.0150391621,-0.0584815184,-0.9734128234,190,190
1,-0.25,-14,-12,60,0.4,0.05,0,1.0012129852,-0.2637961939,-13.7911789685,-11.9980166086,58.7880783822,0.332281072,0.042802913,0.0020296705,0.0074347985,2.25453e-05,3.83082e-05,-0.000272228,-0.0001878082,-0.0122427716,-0.0597444553,-0.8926459897,190,190
