"B","C","D","F","G","ro","sigma","delta","oB","oC","oD","oF","oG","oRo","oSigma","oDelta","min1","min2","min3","Q_1","Q_2","Q_3","Q_4","Q_5","pDat","cas"
1,-0.25,-14,-12,60,0.4,0.05,0,0.9633893095,-0.2089414817,-14.2881019274,-11.8007898853,60.9482147192,0.4226708522,0.0609399661,-0.0009366062,0.0175705117,0.0001096627,0.0001898771,-0.0009052645,-0.0006821243,-0.0389572407,-0.1758733015,-2.4529774422,80,80
1,-0.25,-14,-12,60,0.4,0.05,0,0.9498326281,-0.2671576487,-14.1294259937,-11.0753563557,58.9257197662,0.268363155,0.05420996,-0.0231133895,0.016966966,8.71571e-05,0.0001243828,-0.0007930276,-0.0004805565,-0.0301355721,-0.1828464744,-1.8286034646,80,80
1,-0.25,-14,-12,60,0.4,0.05,0,1.0370950948,-0.2323476399,-14.1160086966,-12.5731965971,60.7411742138,0.4400096604,0.0596824043,-0.0116795591,0.0157293015,0.0001043929,0.0001594775,-0.0011366231,-0.0006572033,-0.043992427,-0.2302391127,-2.5364485951,80,80
1,-0.25,-14,-12,60,0.4,0.05,0,1.0282017223,-0.2409714618,-14.0053984584,-12.4646198944,60.3239630529,0.5581065368,0.0420556417,0.0076689415,0.0120753934,5.98437e-05,6.76422e-05,-0.0006329689,-0.000506365,-0.033762336,-0.1179736426,-2.3640787655,80,80
1,-0.25,-14,-12,60,0.4,0.05,0,0.9589076877,-0.205075156,-14.2454503093,-11.7194143608,60.291677687,0.417523393,0.0415182526,-0.0094255371,0.014402138,4.28734e-05,8.409e-05,-0.0005737021,-0.0004387315,-0.0281287326,-0.1183594838,-1.6124060863,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,0.9720777514,-0.2516265512,-13.8386300083,-11.6285099603,58.2459903071,0.4309110049,0.0386213107,-0.0120470756,0.0170394591,6.24274e-05,0.0001021882,-0.0005515459,-0.000441095,-0.0279858945,-0.1220280846,-1.9353323355,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,1.0051305042,-0.2878241246,-13.6442780921,-11.6478992948,56.3429610588,0.333417281,0.0580495029,0.0172572906,0.0153673052,9.4563e-05,0.0001392837,-0.0007389785,-0.0005129662,-0.031953342,-0.1460678945,-2.215289574,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,0.9599420846,-0.2516873248,-14.0441821355,-11.6458100388,61.1327804067,0.5360115892,0.0610259009,0.0020312563,0.0108819479,9.43033e-05,0.0001072361,-0.0007733769,-0.0004898719,-0.0336513816,-0.1796758227,-2.2269271293,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,0.9973042239,-0.2581543226,-13.8356498782,-11.8277500269,57.7863239127,0.4172126926,0.0569251773,-0.0001454473,0.0148181882,8.54526e-05,0.0001394117,-0.0007208241,-0.0005303784,-0.0338089029,-0.1560765953,-2.3056257399,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,0.9659331181,-0.1848605717,-14.5332732207,-12.0218775936,63.2944596236,0.4576227076,0.0510803366,0.0204172673,0.0116051122,8.50177e-05,8.56179e-05,-0.0005665882,-0.000483972,-0.031148654,-0.1071088909,-2.339746122,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,0.9703154934,-0.2481563336,-14.1237613334,-11.6455580821,60.1702828757,0.2139729176,0.0544496773,0.0229267584,0.012840511,9.16527e-05,0.000133573,-0.0007070661,-0.0005208942,-0.0359189307,-0.1236716218,-2.5553115801,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,0.9401090036,-0.2148860574,-14.1067091918,-11.4255617239,59.4756162266,0.5578815039,0.0517391205,8.26756e-05,0.0101504817,6.84898e-05,9.61166e-05,-0.0007120026,-0.0004582244,-0.0263776829,-0.1538216,-1.9553488556,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,0.9972767442,-0.2268413375,-14.1353028319,-12.1968916914,61.2361494422,0.180949473,0.0452622333,-0.0048560256,0.0215733287,4.89707e-05,8.34773e-05,-0.0006910467,-0.0004056715,-0.0270921464,-0.1316630179,-1.5902136842,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,0.9674162034,-0.2327903949,-14.1207595375,-11.7247297908,60.5224462851,0.38032417,0.0481584156,0.0038634336,0.0159981936,5.94167e-05,9.79412e-05,-0.0005954412,-0.0004490466,-0.028244263,-0.1199230388,-1.7196349077,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,0.984276513,-0.2903719215,-13.540701148,-11.6157712866,57.6705902963,0.5425628715,0.0549849143,-0.0218806379,0.0098190578,7.89077e-05,0.000104985,-0.0007264028,-0.0005009485,-0.0347049607,-0.1636207231,-1.9425108402,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,1.0178097465,-0.245760367,-14.1070555573,-12.1825971208,61.3638637466,0.3174160998,0.0519040428,-0.0092773439,0.0167334057,6.55086e-05,0.000114111,-0.0007448996,-0.0005019399,-0.0326182677,-0.1650529621,-2.0323403474,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,0.9723846342,-0.2497278565,-13.8712299489,-11.637509683,58.462078641,0.480774033,0.0579842135,-0.0163552299,0.0119345018,8.35305e-05,9.43417e-05,-0.000931895,-0.000494914,-0.034610431,-0.1797668376,-1.960491425,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,1.0048562476,-0.2544493892,-13.851413725,-11.9014590226,58.0786228331,0.210121958,0.0748650289,0.0052098383,0.0182187059,0.0001837999,0.0003133865,-0.0010627953,-0.0008685597,-0.049685075,-0.1961949063,-3.4356091904,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,0.9782575445,-0.2697107702,-13.8372360765,-11.5863994312,58.6413213665,0.2954229195,0.0627055215,0.0121390559,0.016906143,0.0001349577,0.0001944144,-0.0008754129,-0.0006062884,-0.0458143892,-0.1622615014,-3.1841155424,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,0.985732948,-0.2625015979,-13.8559796358,-11.9121342277,59.8040011593,0.2485549746,0.0410648738,-0.0135172922,0.0178541842,4.08683e-05,7.35382e-05,-0.0005658589,-0.0003756617,-0.0227848223,-0.1429790767,-1.6589881536,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,0.9973403164,-0.2250577633,-14.2041250029,-12.2193570983,61.0697822116,0.5990963067,0.0365043867,0.000613816,0.0095826805,4.34597e-05,4.93823e-05,-0.0006151091,-0.000372224,-0.0261959706,-0.0994808696,-1.723943968,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,0.9761449679,-0.2680397017,-13.9764283611,-11.4033350292,58.6796175412,0.2051510859,0.0449131831,0.0073674655,0.01746801,5.298e-05,8.39184e-05,-0.0007160676,-0.0003862392,-0.0255604344,-0.1336857106,-1.751831228,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,0.9713806747,-0.2216616592,-14.1274679492,-11.8824008214,59.8722542789,0.3976476061,0.0444770282,0.0089113944,0.0150353644,5.19429e-05,7.83555e-05,-0.0005175949,-0.0003899182,-0.0250391592,-0.1040788149,-1.5323539987,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,0.9870391024,-0.2413875684,-13.9318468849,-11.946008918,59.5776764397,0.4739998813,0.0562357089,0.0074201385,0.0132770838,8.29497e-05,0.0001198358,-0.0007464221,-0.0005037892,-0.0344353362,-0.1492939859,-1.9706843012,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,1.0254974495,-0.1961177502,-14.5175364687,-12.730247366,64.3263580106,0.2305169594,0.0545871685,-0.0036911671,0.0190418233,7.37397e-05,0.0001402001,-0.0007896187,-0.0005585056,-0.0317666443,-0.1805463582,-2.4444581555,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,0.9679440298,-0.2404006653,-14.1243000778,-11.6823203666,60.7317546291,0.3959437999,0.0571211846,0.0088552402,0.0152400466,9.19302e-05,0.0001295499,-0.0007894186,-0.0004989698,-0.0347900989,-0.1422032038,-2.3556503274,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,0.9868956919,-0.2514998721,-13.9916779714,-11.8988113145,60.3664738587,0.5427317952,0.0250504149,-0.0037764898,0.0114977285,1.74532e-05,2.684e-05,-0.0004903606,-0.0002675728,-0.0189640184,-0.0886161389,-1.1584936648,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,0.9690133447,-0.2511658236,-14.117601304,-11.5713318565,61.2041183005,0.6561412098,0.0480976254,0.0032153003,0.0079491523,6.58828e-05,8.44582e-05,-0.0007249311,-0.0005214888,-0.0327880677,-0.14036865,-1.8435916472,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,1.0195969127,-0.2222034045,-14.1455603023,-12.4988755133,61.7142679338,0.4141275705,0.057981254,-0.0032181515,0.0147013129,8.35411e-05,0.0001265643,-0.0009729861,-0.0005346171,-0.0359340013,-0.1887206933,-2.3357443378,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,1.0110455196,-0.3090200098,-13.6434694191,-11.6287963925,57.5657227419,0.2365718144,0.0562743956,-0.0127942162,0.0216884931,7.98231e-05,0.0001488031,-0.000731628,-0.0005678351,-0.0383911903,-0.1527390233,-2.0956137332,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,0.926433226,-0.1879240043,-14.4750119195,-11.6417302477,61.9619034136,0.4637681899,0.0379493649,-0.0140068032,0.0123190403,3.90726e-05,4.85891e-05,-0.0004363592,-0.0003282006,-0.0217161063,-0.0814580013,-1.2348990705,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,1.0405337941,-0.2844944832,-13.933351103,-12.356512105,60.6641938449,0.3907929942,0.069184451,0.0256319495,0.0133917924,0.0001409328,0.0001912227,-0.0008058947,-0.0006545256,-0.0392995504,-0.1708014057,-3.2031409417,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,0.9646173292,-0.2312488418,-14.2739056915,-11.6673734313,61.1165779777,0.3210408522,0.0477989082,1.82125e-05,0.0195755871,5.86677e-05,0.0001056644,-0.0005600889,-0.0004344695,-0.0273727053,-0.1312087337,-1.6419003763,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,1.013169148,-0.2201852286,-14.2393659616,-12.4330206776,62.2455040064,0.3920920666,0.0623629754,0.0083284423,0.0148454758,0.0001044694,0.0001541648,-0.0009012482,-0.0006086085,-0.0364222464,-0.1751319409,-2.7631487732,90,90
1,-0.25,-14,-12,60,0.4,0.05,0,1.0263527236,-0.2464220299,-13.9584128339,-12.3937563081,60.284685049,0.2984062034,0.0401139023,-8.03897e-05,0.0162093255,3.95995e-05,6.79842e-05,-0.0006403495,-0.000340675,-0.0216852833,-0.1396490454,-1.5905523113,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,0.9816460544,-0.2187497023,-14.1885167485,-12.0491234676,60.7598170227,0.5530131623,0.0479392749,0.0037460531,0.0090413548,5.35522e-05,7.23096e-05,-0.0005107085,-0.0003718197,-0.0240361876,-0.110181872,-1.560244687,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,1.0330674437,-0.2637100712,-13.8840178211,-12.4215007563,60.3384365879,0.2340055844,0.0435807324,-0.0007374558,0.017328011,4.09354e-05,7.36312e-05,-0.0006419573,-0.0003627461,-0.0259345796,-0.1417527145,-1.755939786,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,1.0088339724,-0.2401560528,-14.0406975936,-12.3312643492,61.9552068391,0.3144411456,0.0550516035,0.0009024044,0.0153203373,6.65769e-05,0.0001173227,-0.0006430149,-0.0004629165,-0.0270244872,-0.1613049435,-2.2491042231,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,1.0471564622,-0.2647320851,-13.7556458398,-12.5062079281,58.8947264034,0.4348409274,0.0523890734,-0.0063212884,0.0127312268,6.23244e-05,8.74544e-05,-0.0009936779,-0.0004085289,-0.0255290819,-0.1949568953,-1.9227459401,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,1.0289207468,-0.2455755561,-14.1627303333,-12.5134438483,62.6625374398,0.4795759683,0.0511889508,0.0030919601,0.0111372678,5.95617e-05,9.52038e-05,-0.0007803997,-0.0004491166,-0.0285556175,-0.1535010553,-1.7456767494,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,0.9592080221,-0.2322535756,-14.1554351041,-11.5771405856,60.2583646493,0.3552387325,0.0528196904,-0.0046460245,0.0155789135,6.29473e-05,0.0001049481,-0.0005838047,-0.0004360392,-0.028072334,-0.1297576663,-1.5909005025,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,0.9386594714,-0.2211862441,-14.1383150794,-11.5082909599,60.6508890004,0.4176383861,0.0490619505,-0.0024217881,0.0133101977,5.58366e-05,8.29624e-05,-0.0005119245,-0.0003680721,-0.0227849612,-0.1136652616,-1.6004798483,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,1.0153732391,-0.2827476071,-13.6450008201,-11.9227111131,57.4055475848,0.4041620457,0.0506744695,0.0069381993,0.0132513743,6.49702e-05,9.01443e-05,-0.0006654069,-0.0004009227,-0.0251042405,-0.1392517235,-1.8381982789,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,1.027606636,-0.2588021636,-13.9467422366,-12.2958786303,59.8151401933,0.3621656509,0.0378730678,0.0035209412,0.0140834618,3.44132e-05,5.32347e-05,-0.0004969586,-0.0003178735,-0.0217013277,-0.092626022,-1.3072290368,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,0.9617102183,-0.2854636199,-13.608983362,-11.1024259331,56.1343944648,0.3897179467,0.06384981,0.00196139,0.0139435541,9.57737e-05,0.0001452803,-0.0006287359,-0.0004917389,-0.0300040371,-0.1432153178,-2.0234830813,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,0.9690163587,-0.2422625165,-14.1588760757,-11.7388973661,60.6233663055,0.3309638322,0.045501757,0.0009173919,0.0156487626,4.95827e-05,8.54926e-05,-0.0005249172,-0.0003950933,-0.0285930493,-0.1044416405,-1.9965695543,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,1.0056943764,-0.2411763689,-14.0359718869,-12.0702098854,60.4719705767,0.4084299758,0.037462984,0.0076223848,0.0132822008,3.35672e-05,4.56709e-05,-0.0005273523,-0.0002906415,-0.017638675,-0.0980367538,-1.1888426407,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,0.9501777861,-0.2548909457,-13.9962668459,-11.3058229797,59.3396950379,0.4932474424,0.0524745334,-0.0031356891,0.010633647,6.22773e-05,0.0001025534,-0.0005671946,-0.0004497302,-0.0311693004,-0.1196350477,-1.7973593576,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,1.0136796549,-0.2335463488,-14.2193420673,-12.3585873223,62.642904517,0.4703346403,0.0411991411,-0.0001171662,0.0129632721,4.02198e-05,5.45972e-05,-0.0005918018,-0.0003117234,-0.0213271674,-0.1209784844,-1.4275371515,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,0.985189667,-0.2576699992,-14.0022140307,-11.6680384178,59.5924221234,0.496094959,0.0456451682,0.0067008736,0.0104401523,4.9127e-05,7.54804e-05,-0.0005539382,-0.0004198106,-0.0288923688,-0.1044836976,-1.7711751514,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,0.9985739902,-0.2593351352,-13.954876619,-11.8750776199,59.3856839542,0.5855983989,0.0418958891,-0.0122283998,0.008016677,4.30618e-05,4.88815e-05,-0.000451551,-0.0003490416,-0.0229817833,-0.0981862268,-1.358340686,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,0.9995740691,-0.2441223972,-14.0035903155,-11.9345168518,59.4662260066,0.4409896499,0.0449906129,0.0136091523,0.0114658666,5.22064e-05,6.94575e-05,-0.0005130524,-0.0003643092,-0.0227190321,-0.0984756038,-1.6376564843,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,1.0391246956,-0.2389567195,-14.1688721045,-12.5439537078,61.4917211359,0.4273838815,0.0462407941,-0.0085115441,0.0123094422,4.70671e-05,7.99851e-05,-0.0006480162,-0.0004159438,-0.0272399557,-0.1463848467,-1.8211902484,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,0.9706133916,-0.2403284478,-14.2189032567,-11.6442665887,60.2587441948,0.3852177072,0.055031578,-0.0014500596,0.0133970529,6.77179e-05,0.0001053496,-0.0007765814,-0.0005241319,-0.0410421027,-0.150518864,-2.7404684045,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,0.9761367521,-0.2426770766,-14.0674001579,-11.7741157773,60.4388639116,0.5665135768,0.0395953577,0.0047184569,0.0089783711,4.19884e-05,5.09994e-05,-0.0003920491,-0.0003183545,-0.0187950404,-0.0998301921,-1.759438825,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,1.0338491667,-0.3000617423,-13.7575937879,-11.9394482584,58.3341832562,0.2457257176,0.0486489912,0.0092164236,0.0156195983,5.45654e-05,9.37709e-05,-0.0007117902,-0.000413049,-0.0253230479,-0.1398427887,-1.6168991141,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,0.9840108539,-0.2236739933,-14.0366140473,-11.8758392571,58.0544582989,0.5283171198,0.0395152333,0.0032651875,0.0097106474,3.58283e-05,4.92332e-05,-0.0003912977,-0.0003203954,-0.0188025267,-0.0845444158,-1.1960688335,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,1.0304486135,-0.2364639509,-14.2741906516,-12.5243429084,62.813965413,0.3252706417,0.0460316325,0.0047518316,0.0144316261,5.22003e-05,8.6081e-05,-0.0006050259,-0.0004024407,-0.0268001014,-0.1264860645,-1.9502828946,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,0.9837305012,-0.2400332455,-13.8782637257,-11.7695482747,57.3391532106,0.4186955643,0.0563186199,0.0001734659,0.0136367918,7.96972e-05,0.0001207261,-0.0006085495,-0.0004375527,-0.0292724259,-0.133280805,-2.1610914134,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,1.0357948963,-0.2856502557,-13.777098456,-12.1569522429,58.9195664111,0.5435128819,0.0434123489,-0.0107066926,0.009323942,4.29404e-05,5.98061e-05,-0.0005553332,-0.0004097486,-0.0245887103,-0.133305684,-1.6060129864,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,0.9681179523,-0.223160527,-14.1762493342,-11.6217180763,58.754705147,0.4671808143,0.048969981,0.0102413653,0.0114205786,5.405e-05,8.32737e-05,-0.0005182117,-0.0003976724,-0.0228326612,-0.1169320616,-1.4148741769,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,1.023445807,-0.2499115701,-14.1403001655,-12.4527785715,62.5029410588,0.295550923,0.0414361388,0.0021583711,0.015672359,3.96796e-05,6.84629e-05,-0.0005234916,-0.0003676343,-0.0223255727,-0.1080458437,-1.4727217696,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,0.9909221554,-0.2586776015,-13.8398549384,-11.8939091796,58.8150874223,0.3452280064,0.0514819581,-0.0167473716,0.0140742582,5.88242e-05,8.55872e-05,-0.0007085972,-0.0003759646,-0.0249827734,-0.1519879393,-1.5095283857,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,0.9943251495,-0.2408683617,-14.183677911,-12.054836116,62.2743147155,0.3865100272,0.0484071398,0.0027570996,0.0138946832,5.79529e-05,8.88504e-05,-0.0005962265,-0.0004268154,-0.0285411738,-0.1387644736,-2.3994596758,100,100
1,-0.25,-14,-12,60,0.4,0.05,0,1.0311409796,-0.2682691646,-13.866551104,-12.2326463053,59.459971104,0.4817745771,0.0440635231,-0.0062946964,0.0101204865,4.00253e-05,6.96486e-05,-0.0005399654,-0.0003827372,-0.023811735,-0.129749915,-1.690734921,110,110
1,-0.25,-14,-12,60,0.4,0.05,0,1.0152047171,-0.2750197663,-14.0487481546,-12.1512295614,61.3257802007,0.524957634,0.0415470681,0.0003797012,0.0090130297,3.75239e-05,4.33485e-05,-0.0005177848,-0.0002864769,-0.0184747756,-0.1124490038,-1.4338706092,110,110
1,-0.25,-14,-12,60,0.4,0.05,0,1.0494050359,-0.2691255204,-13.9584624299,-12.5680136296,61.1934729231,0.3569282943,0.0563543936,0.0026424142,0.0130304238,6.43989e-05,0.0001051257,-0.0007790904,-0.0004224461,-0.0282324311,-0.1594939357,-1.8704023558,110,110
1,-0.25,-14,-12,60,0.4,0.05,0,0.9713455145,-0.2273942597,-14.1518930315,-11.8716691553,60.4456261023,0.3513212542,0.043846239,0.0038786594,0.0134367723,4.02578e-05,6.74042e-05,-0.0004126063,-0.000318916,-0.0198758842,-0.0906633052,-1.3491515723,110,110
1,-0.25,-14,-12,60,0.4,0.05,0,1.0021612525,-0.2294032937,-14.2558124969,-12.1896389427,61.6916871002,0.4471495623,0.0531652165,-0.0089410197,0.0109564091,5.90569e-05,9.51001e-05,-0.000587631,-0.0003878927,-0.0230017654,-0.1338141661,-1.5702134196,110,110
1,-0.25,-14,-12,60,0.4,0.05,0,1.000064694,-0.2662297654,-14.0088935959,-11.8683829088,59.9317007366,0.390395485,0.0435094142,-0.0081085675,0.0134236843,4.00871e-05,6.34912e-05,-0.0005816752,-0.000300303,-0.0187082593,-0.121595359,-1.4357140772,110,110
1,-0.25,-14,-12,60,0.4,0.05,0,0.9992207052,-0.218008006,-14.1695704343,-12.1892055291,60.6195923973,0.4458999294,0.0513472126,-0.0070847529,0.0108140192,5.38304e-05,8.46702e-05,-0.0005583944,-0.0003827203,-0.0249839944,-0.1293749028,-1.8263871615,110,110
1,-0.25,-14,-12,60,0.4,0.05,0,1.0006885938,-0.2567789983,-14.0840962256,-11.8723475319,59.9302211668,0.3449949025,0.052758136,0.0021466017,0.013744898,5.80459e-05,0.000104423,-0.0005415224,-0.0004088436,-0.0268355033,-0.1147116658,-1.7155306134,110,110
1,-0.25,-14,-12,60,0.4,0.05,0,0.9971924882,-0.2250968287,-14.2653138478,-12.1329220319,61.6769579387,0.3980012749,0.0468409102,-0.0118804399,0.0117292703,4.49374e-05,6.24277e-05,-0.0004636511,-0.00031979,-0.0204677432,-0.1005944124,-1.2947286005,110,110
1,-0.25,-14,-12,60,0.4,0.05,0,0.9714179046,-0.2802633079,-13.8621802269,-11.3835197957,58.1518843236,0.3841517585,0.0459053137,-0.004256571,0.0130488698,4.80598e-05,8.15157e-05,-0.0004579978,-0.0004501768,-0.0248789924,-0.0808003169,-1.3184016988,110,110
1,-0.25,-14,-12,60,0.4,0.05,0,1.0119882749,-0.2329831405,-14.1576740966,-12.304385697,61.9568642981,0.440585308,0.0403322452,-0.0021920404,0.0108925539,3.29789e-05,4.68464e-05,-0.0004745902,-0.0002975589,-0.0181740178,-0.1041494401,-1.3303268731,110,110
1,-0.25,-14,-12,60,0.4,0.05,0,1.0200299072,-0.2784658212,-13.8487911286,-12.0362893772,59.1718102802,0.2099521465,0.0556673703,0.0062858244,0.0150425773,6.27681e-05,0.0001105457,-0.0006560877,-0.0004159963,-0.0258409835,-0.1347856822,-1.7993898412,110,110
1,-0.25,-14,-12,60,0.4,0.05,0,0.9935857414,-0.272481734,-13.8018075466,-11.665477548,57.2997798984,0.4944759391,0.042668105,0.004967073,0.0094737823,3.93054e-05,5.22339e-05,-0.0004481111,-0.0003171779,-0.0201963782,-0.0832037398,-1.359919687,110,110
1,-0.25,-14,-12,60,0.4,0.05,0,1.0078359982,-0.287876911,-13.8848629758,-11.8164919772,58.778591236,0.6031863252,0.0308703669,-0.003577619,0.0070440698,1.9576e-05,2.7497e-05,-0.000386488,-0.0002436238,-0.0163813268,-0.0870064854,-1.0782879974,110,110
1,-0.25,-14,-12,60,0.4,0.05,0,0.9794069328,-0.2634830085,-13.7849567595,-11.5797457124,56.8878829254,0.4351992063,0.0496633044,-0.0035818419,0.0113277748,5.08723e-05,7.55863e-05,-0.0005660848,-0.0003349367,-0.0236188907,-0.128901144,-1.6368533525,110,110
1,-0.25,-14,-12,60,0.4,0.05,0,0.9848194767,-0.2142971618,-14.2696787297,-12.1793970186,62.9323594463,0.3723510789,0.0434984442,0.0016505599,0.0126004438,3.85132e-05,6.37155e-05,-0.0005112885,-0.000347198,-0.0232387173,-0.0979781143,-1.3983006605,110,110
1,-0.25,-14,-12,60,0.4,0.05,0,1.0004465574,-0.2368271054,-14.1271226747,-12.048419293,60.0915897533,0.6427559534,0.0551279956,-0.0012625402,0.0061558231,6.6446e-05,8.64163e-05,-0.000589495,-0.0004285251,-0.0295490433,-0.121369135,-1.9391187648,110,110
1,-0.25,-14,-12,60,0.4,0.05,0,1.0327612048,-0.2397516699,-14.0141511206,-12.5643079313,61.2181968358,0.3467300669,0.0479946297,0.0026384168,0.0136569967,5.06931e-05,8.60168e-05,-0.0005390026,-0.0003813905,-0.0229437163,-0.1071492953,-1.6433925928,110,110
1,-0.25,-14,-12,60,0.4,0.05,0,1.0203756779,-0.2373247065,-14.0072531645,-12.4844145952,62.0928745896,0.6344252843,0.032604066,-0.009076306,0.0066688923,2.21135e-05,3.464e-05,-0.0003984486,-0.0002771661,-0.0193304364,-0.0911024294,-1.1780780179,110,110
1,-0.25,-14,-12,60,0.4,0.05,0,1.0252850689,-0.2560868356,-14.0398499001,-12.1182260196,59.4937497356,0.3825604531,0.057582584,0.0005196954,0.0129799278,7.62354e-05,0.0001116284,-0.0007157456,-0.0004038146,-0.0247630863,-0.1491627032,-2.0529781396,110,110
1,-0.25,-14,-12,60,0.4,0.05,0,1.041846956,-0.2413963419,-14.0854551195,-12.608706412,61.1495570008,0.2028639763,0.0500800889,0.0085202346,0.0153885457,5.14836e-05,9.3744e-05,-0.0005477871,-0.0004117299,-0.0285091671,-0.1068704802,-1.8841825358,110,110
1,-0.25,-14,-12,60,0.4,0.05,0,1.0162883624,-0.2348403841,-14.1430627292,-12.4298267618,62.2812280249,0.4731655184,0.0475546868,0.0042351888,0.0103937295,4.91572e-05,7.40991e-05,-0.0004561386,-0.0003574951,-0.0214587488,-0.1055506843,-1.6271813987,110,110
1,-0.25,-14,-12,60,0.4,0.05,0,1.009698579,-0.2279902995,-14.0927086574,-12.423896851,61.4929718174,0.4125706083,0.0507302535,-0.0005755081,0.0120338693,5.29159e-05,7.7153e-05,-0.000564055,-0.0003594747,-0.0240490598,-0.1321428311,-1.8973639777,110,110
1,-0.25,-14,-12,60,0.4,0.05,0,1.0299457288,-0.2646167726,-14.1194605639,-12.1307463126,60.1123662023,0.4042256672,0.0466068792,-0.0192260077,0.0106271636,4.42659e-05,6.6359e-05,-0.0006040054,-0.0003490461,-0.0213836817,-0.1357362994,-1.3062685632,110,110
1,-0.25,-14,-12,60,0.4,0.05,0,1.0291592106,-0.2963238051,-13.4953044416,-11.9896262482,56.2732513961,0.4823109761,0.0446768097,-0.0018999306,0.0098640817,4.14572e-05,6.3562e-05,-0.0006054907,-0.0003400496,-0.0219229806,-0.1310760641,-1.4287722059,110,110
1,-0.25,-14,-12,60,0.4,0.05,0,0.9564882752,-0.2302045338,-14.2827743084,-11.5187623903,60.5388783996,0.5310764452,0.048885603,-0.0117448998,0.0083903833,5.08147e-05,6.76054e-05,-0.0004489264,-0.0003380341,-0.0226515785,-0.1033056397,-1.3699882673,110,110
1,-0.25,-14,-12,60,0.4,0.05,0,1.0165981421,-0.2958369746,-13.7627597485,-12.0182916535,59.3275796233,0.2880283868,0.0609177196,0.0124303777,0.0140458883,7.54783e-05,0.0001253578,-0.0006374398,-0.0004534658,-0.0288900634,-0.1310855472,-1.8486117237,110,110
1,-0.25,-14,-12,60,0.4,0.05,0,0.9839754366,-0.2282155189,-14.0597908841,-11.9674747847,59.4249413703,0.451794672,0.0581320516,0.0188238312,0.0098883803,8.68555e-05,0.0001031191,-0.0005315777,-0.0003734557,-0.0228833495,-0.1123665906,-1.8809286141,110,110
1,-0.25,-14,-12,60,0.4,0.05,0,1.0018171184,-0.2170056402,-14.2448368201,-12.3550419883,62.7430246996,0.4441751582,0.0457256388,0.0098759573,0.0108898444,4.44026e-05,6.38774e-05,-0.0006083138,-0.0003235715,-0.0197390397,-0.1430574162,-1.7076573639,110,110
