"B","C","D","F","G","ro","sigma","delta","oB","oC","oD","oF","oG","oRo","oSigma","oDelta","min1","min2","min3","Q_1","Q_2","Q_3","Q_4","Q_5"
3,-2,-5,-4,10,0.5,0.0147241379,0,2.8408068752,-1.8872353117,-5.32790348,-3.6855207663,10.4010746227,0.5601609239,0.0120256763,-0.0041262379,0.0097836426,3.47e-06,5.4304e-06,-0.0090449656,-0.0022865754,-0.0137390267,-0.1192576363,-0.121428326
3,-2,-5,-4,10,0.5,0.0147241379,0.0002502,3.2156690687,-2.0509597058,-4.8798857793,-4.8058434087,10.2556134865,0.5208046311,0.0109764091,0.0001749433,0.0117898367,5.0542e-06,7.9333e-06,-0.010472615,-0.0029674251,-0.0177725934,-0.1242732064,-0.176233312
3,-2,-5,-4,10,0.5,0.0147241379,0.0002867,2.8390593343,-1.8675676535,-5.2540397181,-4.0139022473,10.3200540988,0.3216511156,0.015676932,0.0031769404,0.0127547344,9.5446e-06,1.61735e-05,-0.0085402315,-0.0029928929,-0.019085838,-0.1161327688,-0.2206567559
3,-2,-5,-4,10,0.5,0.0147241379,0.0003284,2.9575101576,-1.9432123982,-5.2214023959,-3.9639375972,10.5625880792,0.3191269358,0.0113139779,0.0002876057,0.0149314472,4.9935e-06,9.4454e-06,-0.0063258564,-0.0025536352,-0.0165069623,-0.0817332878,-0.1942026501
3,-2,-5,-4,10,0.5,0.0147241379,0.0003798,2.8410895608,-1.974992057,-5.0367102409,-3.6378292742,10.3227398091,0.2795246866,0.0091360326,-0.0030591303,0.0182806901,2.8828e-06,5.8405e-06,-0.0056955062,-0.0018331087,-0.0124258452,-0.0831357585,-0.1261088688
3,-2,-5,-4,10,0.5,0.0215862069,0,3.0562305466,-2.0058334515,-4.9074973907,-4.2403953192,9.7608234814,0.4457083143,0.018044393,0.0041550528,0.0120744801,1.32542e-05,1.78914e-05,-0.0126592216,-0.0040332837,-0.0226248325,-0.142948989,-0.2377715916
3,-2,-5,-4,10,0.5,0.0215862069,0.0002502,2.9359307061,-1.9691926946,-5.1954918222,-3.69407369,9.9263103763,0.3109835597,0.0224982206,0.0076995,0.011459749,2.23929e-05,3.43536e-05,-0.0108826832,-0.0037440895,-0.0199407143,-0.1428998138,-0.2506258748
3,-2,-5,-4,10,0.5,0.0215862069,0.0002867,3.22430915,-2.0993536994,-5.0138446229,-4.072512106,10.1144715662,0.2558588259,0.0217446477,0.0098622762,0.0098866749,1.88815e-05,3.06389e-05,-0.0122127731,-0.0037773802,-0.0220490276,-0.1633426428,-0.2622930164
3,-2,-5,-4,10,0.5,0.0215862069,0.0003284,2.8282453634,-1.8441522548,-5.3482134848,-3.8230753786,10.1910940757,0.610183124,0.0264542582,0.004718726,0.0084956376,2.46546e-05,2.37076e-05,-0.0122697119,-0.0046339819,-0.026518402,-0.1639622989,-0.264068403
3,-2,-5,-4,10,0.5,0.0215862069,0.0003798,2.9140366031,-1.9707773423,-5.0454630185,-3.7566498646,9.6017670086,0.6248144741,0.0213731274,-0.0021329614,0.008973812,1.51664e-05,2.34769e-05,-0.015522057,-0.0040515362,-0.0219990099,-0.1902541945,-0.1810663544
3,-2,-5,-4,10,0.5,0.0284482759,0,3.1413992747,-2.1927743642,-4.7278887497,-3.5329246829,9.1107747333,0.5805801199,0.0259537104,-0.006021627,0.0094194129,1.72767e-05,2.32959e-05,-0.0267048548,-0.0065944858,-0.0352473993,-0.2740710182,-0.2348050715
3,-2,-5,-4,10,0.5,0.0284482759,0.0002502,3.2925739327,-2.1150090929,-4.7133438825,-4.9589679298,10.2309260524,0.3607691254,0.0349002331,0.0050113145,0.0131475795,4.92867e-05,8.58389e-05,-0.0337851324,-0.0093947184,-0.0479476675,-0.3708531514,-0.4484986489
3,-2,-5,-4,10,0.5,0.0284482759,0.0002867,3.2070050807,-2.0772073719,-4.6910036061,-4.9272200003,10.0318368367,0.379420249,0.0413832608,0.0165515134,0.0109590948,7.44776e-05,9.48682e-05,-0.0362765211,-0.0104327914,-0.0551801786,-0.4050397888,-0.6142046261
3,-2,-5,-4,10,0.5,0.0284482759,0.0003284,2.9574039093,-2.0620834592,-5.0711159761,-3.2038111268,9.2352089954,0.6821551248,0.0202483302,-0.0092620437,0.0082717544,1.40064e-05,2.49087e-05,-0.0175865413,-0.0031451506,-0.0198059333,-0.2400018596,-0.199262361
3,-2,-5,-4,10,0.5,0.0284482759,0.0003798,2.8916679459,-1.879593343,-4.9907223477,-4.4416086556,10.0521576025,0.4314547104,0.0397526952,0.0148506374,0.0112162594,6.1556e-05,6.68233e-05,-0.0201460627,-0.0073316062,-0.0423499178,-0.2604689642,-0.5067327393
3,-2,-5,-4,10,0.5,0.0353103448,0,2.8329728185,-1.9127836266,-5.1404884053,-3.9607438855,10.8667454609,0.4584033623,0.0350792784,-0.0154296179,0.0134954059,3.14831e-05,5.70037e-05,-0.0228391499,-0.0062667479,-0.0402813314,-0.3740683669,-0.3673861451
3,-2,-5,-4,10,0.5,0.0353103448,0.0002502,3.3443258195,-2.1599836344,-4.730134103,-4.8664540948,10.4987513353,0.5324853824,0.0325663494,-0.004416215,0.0122067048,4.29537e-05,7.751e-05,-0.0275525813,-0.0097824212,-0.0540054537,-0.3725403302,-0.4778561927
3,-2,-5,-4,10,0.5,0.0353103448,0.0002867,3.1761689941,-2.060040605,-4.8475516074,-4.4796047548,9.8889405586,0.566886631,0.0539334638,0.0079797923,0.0101447321,0.000111032,0.0001325693,-0.0428187249,-0.0138907189,-0.0889103326,-0.5458101121,-1.0110028203
3,-2,-5,-4,10,0.5,0.0353103448,0.0003284,2.9926354116,-2.1275838165,-4.7282992471,-3.3952989374,8.953156843,0.4258084693,0.0342174378,0.0012734902,0.0138372916,5.4102e-05,8.54758e-05,-0.0208136616,-0.0073402264,-0.0460532308,-0.2488429009,-0.3921293591
3,-2,-5,-4,10,0.5,0.0353103448,0.0003798,3.0392049742,-2.1547224148,-4.6562489742,-3.3776339418,8.6978814856,0.3920138607,0.0340990886,0.0028082324,0.015023378,5.5315e-05,8.89875e-05,-0.0195703007,-0.0059615022,-0.0371258828,-0.2562448965,-0.3301155282
3,-2,-5,-4,10,0.5,0.0421724138,0,2.6631356426,-2.0366070039,-4.6855884687,-2.836734287,8.5269195743,0.4793596187,0.0236641572,-0.0178263891,0.0166845258,1.97057e-05,3.67676e-05,-0.0145089422,-0.0040583142,-0.0274313796,-0.189442907,-0.1779242578
3,-2,-5,-4,10,0.5,0.0421724138,0.0002502,2.8309013665,-2.0098830016,-5.0897845672,-2.938438628,9.6778682039,0.3074520834,0.0419219325,-0.0391739365,0.0191387642,4.67355e-05,9.07689e-05,-0.0212679162,-0.0100249582,-0.051125629,-0.3051116667,-0.3913484533
3,-2,-5,-4,10,0.5,0.0421724138,0.0002867,2.9124611924,-1.8963836323,-5.1401752379,-4.1815830295,9.8498978146,0.2821929801,0.0387226719,-0.0003190118,0.0154503232,4.79063e-05,8.41622e-05,-0.024844523,-0.0072651101,-0.0439111375,-0.2874925965,-0.3771080647
3,-2,-5,-4,10,0.5,0.0421724138,0.0003284,2.9173697964,-1.769148908,-5.3254174309,-5.0768765314,11.6933921547,0.4332172414,0.0300902228,-0.0140458415,0.0134004758,2.13163e-05,3.58425e-05,-0.0206211957,-0.0051624739,-0.0336234953,-0.3753401222,-0.4422295918
3,-2,-5,-4,10,0.5,0.0421724138,0.0003798,2.8199453694,-1.9941792803,-5.1439444029,-2.8888628184,9.3347853111,0.5170513704,0.0507478403,0.0096138206,0.0113976555,0.0001134198,0.0001470976,-0.024289736,-0.0099864046,-0.0497214397,-0.2933551086,-0.5448859303
3,-2,-5,-4,10,0.5,0.0490344828,0,3.2067169491,-2.1100895171,-4.5971200953,-4.5950009286,9.1581726586,0.2594603091,0.0446242715,0.0092015808,0.0126208125,8.46477e-05,0.0001605779,-0.0308736164,-0.0091618249,-0.060176104,-0.4176527851,-0.6078568526
3,-2,-5,-4,10,0.5,0.0490344828,0.0002502,3.2875045262,-1.8139367365,-5.708704419,-5.666091976,12.7649558889,0.5486799564,0.0462131679,0.0013084547,0.0098751622,5.80556e-05,8.83402e-05,-0.0387247501,-0.0096657613,-0.0577190867,-0.5368254915,-0.7241873357
3,-2,-5,-4,10,0.5,0.0490344828,0.0002867,3.1409839552,-2.0039696344,-4.8525567577,-5.0379152204,10.4726141131,0.4766183738,0.0441354747,0.0096746941,0.0111936753,6.88146e-05,0.0001220389,-0.0344333523,-0.0103720246,-0.0730697574,-0.4843738294,-0.8681103063
3,-2,-5,-4,10,0.5,0.0490344828,0.0003284,2.7475010783,-2.1166623607,-4.7204589729,-2.5660833072,8.6429084044,0.3598396262,0.0479917412,-0.0636784806,0.020106394,0.0001261583,0.0003270891,-0.0325487264,-0.0120134036,-0.0908511888,-0.3570326992,-0.5409459349
3,-2,-5,-4,10,0.5,0.0490344828,0.0003798,3.0028607396,-2.0326760924,-4.7747482952,-4.2962757974,9.3414002276,0.3478927785,0.0509828234,-6.65441e-05,0.0139955794,0.0001050971,0.0001872862,-0.0296165976,-0.0105454067,-0.0584044939,-0.407582804,-0.5557958263
3,-2,-5,-4,10,0.5,0.0558965517,0,2.8743077934,-2.3484964963,-4.0830225174,-2.0110893425,6.2814874921,0.4629543384,0.031178449,-0.028983612,0.0175813854,2.81745e-05,4.91423e-05,-0.0234582135,-0.0043877182,-0.0317515884,-0.3000885084,-0.131061816
3,-2,-5,-4,10,0.5,0.0558965517,0.0002502,2.971379736,-2.0348025082,-4.8664530719,-3.8869565955,9.8610768697,0.4566559022,0.0729422395,0.0129229187,0.0120699711,0.0002178148,0.0003177806,-0.0456021029,-0.015763744,-0.0871445366,-0.5728960569,-0.8478845736
3,-2,-5,-4,10,0.5,0.0558965517,0.0002867,3.0935784177,-2.2262003262,-4.7207881531,-2.7487119974,7.7865899247,0.6465350524,0.0198848427,-0.0297601206,0.0202756604,6.99019e-05,0.0001285879,-0.0200590758,-0.0193871424,-0.0855979774,-0.8247596408,-1.3424154135
3,-2,-5,-4,10,0.5,0.0558965517,0.0003284,2.8098109048,-2.0888071271,-4.6266601519,-2.8945700994,8.1389667009,0.4224923762,0.0495606554,-0.0057234293,0.0146660131,9.07351e-05,0.0001737022,-0.0272515261,-0.00988717,-0.0648850128,-0.3175707476,-0.5274332241
3,-2,-5,-4,10,0.5,0.0558965517,0.0003798,2.7508202114,-2.3335960135,-4.1072100789,-1.6018510175,6.6344590022,0.5578440585,0.0386333473,-0.02384867,0.0163275008,0.000117027,0.0001947265,-0.0250845875,-0.0111126128,-0.0688173606,-0.2357986972,-0.5140075562
3,-2,-5,-4,10,0.5,0.0627586207,0,3.2110769963,-2.2553215637,-4.4489707284,-3.8811631323,9.0683788426,0.2793254668,0.04386163,0.0083488903,0.0125660179,7.08803e-05,0.0001368665,-0.0340191465,-0.0115921191,-0.0654424501,-0.3352969383,-0.511343495
3,-2,-5,-4,10,0.5,0.0627586207,0.0002502,3.401785835,-2.2036304678,-4.5651194795,-4.5133080144,9.2923277044,0.3687481166,0.0500418706,-0.0040571347,0.0143190433,8.74941e-05,0.0001907738,-0.0505105436,-0.0131081378,-0.0715136353,-0.5648065811,-0.6247430966
3,-2,-5,-4,10,0.5,0.0627586207,0.0002867,3.1457740272,-2.0400902973,-4.793653133,-4.4837441123,9.5267335636,0.6581453757,0.0511726137,-0.0244132555,0.006987991,5.63442e-05,2.16299e-05,-0.0505494353,-0.0130562991,-0.0828384947,-0.5456996079,-0.6775666174
3,-2,-5,-4,10,0.5,0.0627586207,0.0003284,3.4353706391,-2.2147512112,-4.3118242045,-5.3751033392,9.6395521271,0.5037063071,0.0624918335,0.0102559008,0.0110972173,0.0001399506,0.0001905841,-0.0477128612,-0.0131663384,-0.0748498201,-0.6510400902,-0.7728821826
3,-2,-5,-4,10,0.5,0.0627586207,0.0003798,2.2281887438,-2.2076154279,-4.4727910667,0.8015526046,4.8977510847,-1.1701034246,0.0026075809,-0.2825785482,-3.5846e-06,2.2348e-06,0.002006635,-0.051785489,0.0473195025,0.1830298112,0.6735027281,4.0491076571
3,-2,-5,-4,10,0.5,0.0696206897,0,2.9739142968,-1.9575113204,-5.102193048,-3.841632894,9.5723368498,0.4964509844,0.055394236,-0.034553572,0.0137175961,9.8845e-05,0.0001805651,-0.0527608952,-0.0151467452,-0.0671052484,-0.5210745749,-0.6869310881
3,-2,-5,-4,10,0.5,0.0696206897,0.0002502,3.1104044785,-1.8699566264,-5.2670338474,-5.1796024438,11.5222323335,0.3030290044,0.0568740648,0.0073555134,0.0140162254,0.0001195379,0.0002314584,-0.0429170999,-0.0129868388,-0.0652497951,-0.5776195081,-0.8674350384
3,-2,-5,-4,10,0.5,0.0696206897,0.0002867,2.9810121949,-1.7418344708,-5.6043589745,-5.4862518202,13.2750214566,0.2338715833,0.1047200266,0.0663438679,0.0075125908,0.0003552139,0.0005003955,-0.0449692048,-0.0177092896,-0.1053469715,-0.7728352311,-1.7116232996
3,-2,-5,-4,10,0.5,0.0696206897,0.0003284,2.7021499507,-2.1588268576,-4.6356994159,-2.2975114698,8.5612488541,0.7890824053,0.0507485047,-0.0381805564,0.0050569947,7.55406e-05,8.34867e-05,-0.0281092271,-0.0125333329,-0.0737165238,-0.3722448624,-0.5306949601
3,-2,-5,-4,10,0.5,0.0696206897,0.0003798,3.2345330278,-2.153367732,-4.9930454719,-3.5199551006,9.4944773238,0.5944723666,0.0738649825,-0.0153853549,0.0128919894,0.0002759,0.0004595124,-0.0575520881,-0.0180706331,-0.0932997085,-0.7641632977,-0.9250814511
3,-2,-5,-4,10,0.5,0.0764827586,0,2.7537202949,-1.9466530977,-5.1206450653,-3.2722458641,9.7404964532,0.2958509991,0.0868182742,0.0154891313,0.0132193278,0.000263041,0.0004877957,-0.0414077359,-0.0138632562,-0.0810306438,-0.6022175587,-0.7753923111
3,-2,-5,-4,10,0.5,0.0764827586,0.0002502,4.4316328485,-6.7014828885,4.6069288542,13.8739161852,-32.0688947848,1.1630691055,0.4558635837,-0.0727400761,1.18e-07,0.0194204704,0.0087638455,-11.9331604159,-6.8815232833,-39.2260474307,-115.8536286657,-532.5984427243
3,-2,-5,-4,10,0.5,0.0764827586,0.0002867,2.728205637,-1.682523406,-5.6280611899,-4.1076893884,10.7504797092,0.5104872987,0.0732320594,0.0099594579,0.0117514105,0.0002293749,0.0003049521,-0.0360053214,-0.0133864565,-0.0720670925,-0.4950084141,-1.0420954376
3,-2,-5,-4,10,0.5,0.0764827586,0.0003284,2.4013324973,-2.2414637462,-4.4405457518,-0.211866583,5.8484515062,0.3884010183,0.0544538852,-0.0587371557,0.0248621793,0.0001064432,0.0002240828,-0.0204486227,-0.0049540984,-0.0236173582,-0.2329721012,0.1010502059
3,-2,-5,-4,10,0.5,0.0764827586,0.0003798,2.9317896537,-2.1408222928,-4.8334525456,-3.0927635983,8.8424022896,0.4425891572,0.0683219797,-0.0163837754,0.0148480609,0.0001839748,0.0003173956,-0.0504092727,-0.0139858853,-0.087351076,-0.6474789124,-0.5840716818
3,-2,-5,-4,10,0.5,0.0833448276,0,2.6869552662,-1.8559251274,-5.5620300334,-3.0240112582,10.6347473461,0.4940434322,0.0946539064,0.0221062859,0.0117336026,0.0003879263,0.0005108139,-0.037804358,-0.0156245372,-0.0878455844,-0.5225240931,-1.0185406348
3,-2,-5,-4,10,0.5,0.0833448276,0.0002502,2.4662333455,-2.0079267901,-5.0644168248,-1.6804406663,8.8632639859,0.67977322,0.0788704921,-0.0172583894,0.0074869609,0.000196035,0.0002233043,-0.0389229761,-0.0109475759,-0.0709867115,-0.4570065102,-0.5291462652
3,-2,-5,-4,10,0.5,0.0833448276,0.0002867,2.3405770572,-1.8760542959,-5.2240853117,-1.8816456157,8.6800729972,0.6256962105,0.0428434434,-0.0352819648,0.0078130009,4.35952e-05,8.20753e-05,-0.0135687548,-0.0054604007,-0.0392063746,-0.1924379769,-0.3029895012
3,-2,-5,-4,10,0.5,0.0833448276,0.0003284,3.1002838882,-2.0246552732,-4.8143715783,-4.8762384031,11.0918807004,0.4830554794,0.0709209638,0.001155638,0.0118847397,0.0001671181,0.0002621514,-0.0605135607,-0.0187332313,-0.1196468486,-0.7195320759,-0.8673265496
3,-2,-5,-4,10,0.5,0.0833448276,0.0003798,2.9525757065,-1.8597291328,-5.3628787482,-4.5046224541,10.9333976001,0.4044322539,0.0749637808,-0.0204269861,0.0139057698,0.0001610353,0.0002869661,-0.0471516163,-0.0160882911,-0.1142505008,-0.6493667562,-1.1349589503
3,-2,-5,-4,10,0.5,0.0902068966,0,2.6775078239,-1.9141493192,-5.0177399253,-2.9645081862,8.4142893584,0.6481354818,0.0694449482,-0.0473491425,0.0091713506,0.0001428372,0.0002413186,-0.0324539864,-0.0103327801,-0.0658034246,-0.4317935431,-0.4689776
3,-2,-5,-4,10,0.5,0.0902068966,0.0002502,2.6719239241,-1.9454059624,-4.9574794579,-2.7194532664,8.4502567242,0.4286302377,0.1240692523,0.008987726,0.0133765945,0.0006897977,0.0009801472,-0.057723435,-0.024683498,-0.1388071968,-0.5920303065,-1.2417689089
3,-2,-5,-4,10,0.5,0.0902068966,0.0002867,2.3002138571,-1.8073415192,-5.5336656107,-1.3464601086,9.1335328392,0.3855432357,0.088308311,-0.0163520279,0.0148585457,0.0002284387,0.0004100304,-0.0350130806,-0.0122938048,-0.072032731,-0.4117805002,-0.6325884743
3,-2,-5,-4,10,0.5,0.0902068966,0.0003284,3.570251763,-2.2995071237,-4.3279051581,-4.8702469718,8.785187844,0.6325763807,0.084620544,-0.0114300153,0.0098393454,0.0003009405,0.0005033125,-0.0934277568,-0.026139621,-0.1722393895,-1.0978790201,-1.473474449
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.5,0.0970689655,0,2.2511850101,-2.2145762541,-4.2054463424,0.1207753071,5.2643519343,0.3381746151,0.0702099083,-0.0930863662,0.0236630854,0.0003454828,0.0006382604,-0.0252416839,-0.0088222053,-0.0549251177,-0.3199319386,-0.1514765362
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.5,0.0970689655,0.0002867,3.2240932657,-2.1302627166,-4.4636195654,-4.9033615425,8.8482097305,0.484194813,0.09389573,0.0091627426,0.0130122191,0.0004222967,0.0005948203,-0.0645588312,-0.0216200721,-0.1379359433,-0.7696717394,-1.2448340166
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.5,0.0970689655,0.0003798,3.068097635,-2.081642617,-4.7844423162,-4.3124636374,9.9474920521,0.2617546465,0.075382666,-0.0448341708,0.0208269132,0.0001629191,0.0002893602,-0.0664488986,-0.0156656225,-0.0986636117,-0.7912386143,-0.8009981512
3,-2,-5,-4,10,0.5,0.1039310345,0,2.9405348196,-2.6735645813,-3.171163733,-0.9289006428,3.1007381556,0.9996152201,0.0511629971,-0.0845507467,0.0002700355,0.0001434819,0.0005892141,-0.0535238339,-0.0177816928,-0.1404640831,-0.4765647539,-1.1445882406
3,-2,-5,-4,10,0.5,0.1039310345,0.02525,3.0586666217,-2.0411345656,-4.7625837255,-4.4055608024,9.6850495,0.3905303677,0.1105195634,0.0400261919,0.0112699643,0.0005059609,0.0006505245,-0.0730132541,-0.0176136022,-0.1007084254,-0.9301498922,-1.2528827751
3,-2,-5,-4,10,0.5,0.1039310345,0.02867,2.3966657433,-1.84448922,-5.2139906816,-2.3466153276,8.9528157154,0.8292712558,0.0583139983,-0.0197600589,0.003013569,7.13847e-05,3.96058e-05,-0.0218029638,-0.0084105184,-0.0629304632,-0.2847329218,-0.6269277626
3,-2,-5,-4,10,0.5,0.1039310345,0.03284,2.8865319145,-2.1860844518,-4.443633312,-2.7527076902,7.2417103779,0.6807154908,0.088131349,0.0279862913,0.0073006391,0.0003192487,0.0001740089,-0.0448372027,-0.0152711624,-0.0953872667,-0.5356133043,-0.9035434732
3,-2,-5,-4,10,0.5,0.1039310345,0.03798,2.8807944697,-2.018136741,-5.0841811913,-3.4635775708,10.0530297228,0.3815907927,0.1063308355,0.0596395908,0.0089334542,0.0004172567,0.0003718169,-0.0455245081,-0.0159154662,-0.090178755,-0.5152828795,-0.9745885347
3,-2,-5,-4,10,0.5,0.1107931034,0,3.2176169362,-2.1118609344,-4.7774685443,-4.1746311727,8.3123732824,0.3024056286,0.0939033069,-0.0316748008,0.0170351349,0.0003075909,0.0007254711,-0.0936582764,-0.0264733368,-0.1820812407,-1.0040225935,-1.5550745371
3,-2,-5,-4,10,0.5,0.1107931034,0.02525,2.7554286033,-2.0527320608,-4.8233582347,-2.8841740541,9.0367486754,0.3766233206,0.0926688814,-0.0930305753,0.0121114442,0.0015680662,0.0022640741,-0.0331430025,-0.0113950338,-0.0800954879,-0.4620961414,-0.751842681
3,-2,-5,-4,10,0.5,0.1107931034,0.02867,3.2434935353,-1.9732899363,-4.8896275591,-5.3565924689,9.3026618847,0.620067564,0.0440883938,-0.0273095431,0.0127776207,9.44015e-05,0.0001739421,-0.0425514503,-0.009856703,-0.0580689703,-0.578415805,-0.5845633261
3,-2,-5,-4,10,0.5,0.1107931034,0.03284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,-2,-5,-4,10,0.5,0.1107931034,0.03798,3.9460811247,-2.0614536195,-4.5295329986,-8.180195267,11.0856245692,0.4802797402,0.1468924947,0.0744132853,0.0091021362,0.0006842898,0.0006376143,-0.1682027542,-0.0424522107,-0.278965961,-2.1756026202,-3.3157057865
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.5,0.1176551724,0.02525,1.9121453453,-2.0884634164,-4.6974535857,0.8624344796,7.2592980018,0.960518476,0.0393815417,-0.1380650601,0.0044071844,0.0007536696,0.0010737573,-0.0228513149,-0.021062733,-0.1539804805,-0.1974160629,-1.5932702119
3,-2,-5,-4,10,0.5,0.1176551724,0.02867,3.3061399382,-2.1294940119,-5.0808361223,-4.0649184796,9.6690388099,0.4780823073,0.0949924869,-0.0064903979,0.0133207891,0.0003822713,0.0006718735,-0.0717540945,-0.0216063163,-0.1194856187,-0.8844233699,-1.4273472479
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.5,0.1176551724,0.03798,2.4777649793,-2.5292475332,-3.8417888922,1.190901979,3.2528962848,0.9958840659,0.0822058538,-0.1758095461,0.0019785741,0.0004650743,0.0005752001,-0.013457346,-0.0128638608,-0.050790628,-0.3760174088,-0.2705505114
3,-2,-5,-4,10,0.5,0.1245172414,0,0.2254331272,-1.1242859966,-7.0374012105,4.3736979375,11.7545086112,1.1042578725,0.1638079295,-0.0945864478,3.6142e-06,0.0005705202,0.0004733159,-0.0203585831,-0.0258109274,-0.1415315667,-0.1843173134,-1.6635391559
3,-2,-5,-4,10,0.5,0.1245172414,0.02525,3.3711720634,-2.2058456569,-4.3318537701,-4.7991224935,8.4468592251,0.4753222185,0.1415300491,0.0423437953,0.0127180079,0.0007470902,0.0010028009,-0.1145467438,-0.0262991386,-0.1470411272,-1.5760750364,-2.1515869752
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.5,0.1245172414,0.03284,2.9234209806,-1.9000613984,-5.0931159481,-4.7372904609,11.4683732665,0.5527093498,0.1158523799,0.0644536926,0.0078096033,0.0002904736,0.0004590113,-0.0491911662,-0.0251784798,-0.1356911462,-1.030470424,-2.3846538364
3,-2,-5,-4,10,0.5,0.1245172414,0.03798,3.0209084214,-1.7858794043,-5.6717423973,-4.7226412268,11.4204588963,0.6130861119,0.101122722,0.0162740589,0.0097127986,0.0004519541,0.0004404347,-0.0593152855,-0.0173605541,-0.1050972118,-0.9288122192,-1.7934696373
3,-2,-5,-4,10,0.5,0.1313793103,0,4.3487660586,-1.8669199194,-5.6419216682,-11.0490083056,17.4555783462,-0.0003772637,0.131252988,-0.0164201365,0.0022190799,0.0001458402,0.000244105,-0.1518882336,-0.0344664652,-0.1823665085,-2.3660398768,-2.9757579486
3,-2,-5,-4,10,0.5,0.1313793103,0.02525,3.0642805386,-1.9662019192,-5.2257782617,-4.4752134896,10.8944860454,0.4042171991,0.16219718,0.0895731999,0.0092473474,0.0010125664,0.0010103413,-0.0652371861,-0.029400781,-0.1464384703,-1.0903006277,-2.2865997324
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
